yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
,Aha Punana Leo Inc,,OPERATIONAL,,,,school,,,,,19.716601,-155.097997,,"96 Puuhonu Place, Hilo",ChIJQVX-b620U3kRpYpuy2RmYYo,"[{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20094:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Aha Punana Leo Inc96 Puuhonu Place, Hilo","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.097997 19.716601),42.5
xT9fpNptk2_-elsM4um_jQ,Ahualani Park,,OPERATIONAL,https://www.yelp.com/biz/ahualani-park-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,,2,restaurant,2.5,[],,,19.6777939,-155.0967874,,"15-2714 Pahoa Village Rd D1 Pāhoa, HI 96778",,,,"Ahualani Park15-2714 Pahoa Village Rd D1 Pāhoa, HI 96778","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0967874 19.6777939),
,Ainaola Mart,,OPERATIONAL,,,7,convenience_store,4.6,,,,19.6657922,-155.1049445,,"1142 Ainaola Drive # A, Hilo",ChIJhZb2ITe1U3kRHmMMUSXbQDM,"[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '0730'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '0630'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '0630'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '0630'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '0630'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '0630'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '0730'}}]","['Monday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 6:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 7:30\u202fAM\u2009–\u20098:30\u202fPM']","Ainaola Mart1142 Ainaola Drive # A, Hilo","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.1049445 19.6657922),102
HcU6lfEDOQqO1eZIINcB3g,Alii Ice Company,https://s3-media2.fl.yelpcdn.com/bphoto/TBfCZRFeR6cQtrNWru38PA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/alii-ice-company-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-4266,15,restaurant,4.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/TBfCZRFeR6cQtrNWru38PA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/im6LqinnAN2w6LF23kNgTQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/n_Nx-86IrNljfmZ_A_ij7A/o.jpg']",,,19.724964,-155.068261,,"21 Banyan Dr Hilo, HI 96720",,,,"Alii Ice Company21 Banyan Dr Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.068261 19.724964),
,Aloha Mondays,,OPERATIONAL,,,84,meal_takeaway,4.8,,,,19.7090696,-155.0761091,,"1348 Kilauea Avenue, Hilo",ChIJV0XOpENLUnkR4GooS4rg6F0,"[{'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Aloha Mondays1348 Kilauea Avenue, Hilo","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.0761091 19.7090696),28
srChYntN8tYPH5rc4uteIw,Aloydee's Thai Food,https://s3-media1.fl.yelpcdn.com/bphoto/L86eAA8vlVmzhIw6fHQPAw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/aloydees-thai-food-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 542-5166,41,restaurant,4.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/L86eAA8vlVmzhIw6fHQPAw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/5Nau1KSk-N962jaLWzXCuA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-1GqccmlnlVBA_IxonWFog/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.723577,-155.085052,REGULAR,"330 Kamehameha Ave Hilo, HI 96720",,,,"Aloydee's Thai Food330 Kamehameha Ave Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.085052 19.723577),
3uaFeHUYIQRmAEVUOw9p5A,Amigos Cantina,https://s3-media3.fl.yelpcdn.com/bphoto/XRyNyBkcJ_7WXHTayyBBgA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/amigos-cantina-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,,1,restaurant,5,"['https://s3-media3.fl.yelpcdn.com/bphoto/XRyNyBkcJ_7WXHTayyBBgA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/_nkQHe8vE7zvENSWMTzTNA/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1500', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1500', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1500', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1500', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1500', 'end': '0200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.7237878,-155.0867954,REGULAR,"326 Kilauea Ave. Hilo, HI 96720",,,,"Amigos Cantina326 Kilauea Ave. Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0867954 19.7237878),
ipJG3wfw8C3-YePvjQesGA,Amigos Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/NvPMGZz3OjNgFZreGhJW2w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/amigos-taqueria-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 464-4827,105,restaurant,3,"['https://s3-media3.fl.yelpcdn.com/bphoto/NvPMGZz3OjNgFZreGhJW2w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/WqBSPMdk6JtOqNz7hrvoGA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/CFu_uK0_urL65LkyeruPIw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.72374,-155.08686,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.08686 19.72374),
4SVrrM9LW7TXrQdBGRSb7Q,Antics Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/Au6mh46aKWEuep-3xLP1ug/o.jpg,OPERATIONAL,https://www.yelp.com/biz/antics-pizza-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 769-4202,123,restaurant,5,"['https://s3-media1.fl.yelpcdn.com/bphoto/Au6mh46aKWEuep-3xLP1ug/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/qstX5FhYtuAf3wapwOoNVQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/9t8OqzCAWStE5WOrBVScHg/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.720587,-155.085942,REGULAR,"475 Kinoole St Hilo, HI 96720",,,,"Antics Pizza475 Kinoole St Hilo, HI 96720","Makani's Magic Pineapple Shack54 Waianuenue Ave Hilo, HI 96720",86,POINT (-155.085942 19.720587),
jzOQFKO7SjHGIJowOf7WaA,Anuenue's Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/p58eqZIOhTx9r6B14ktDNQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/anuenues-kitchen-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,,4,restaurant,4.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/p58eqZIOhTx9r6B14ktDNQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/hxPAA1bN40hyyrk4IQYabQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Qy3jQ4MpFWDjuZXmHfgU-w/o.jpg']",,,19.70021076,-155.0810743,,"250 Keawe St Hilo, HI 96720",,,,"Anuenue's Kitchen250 Keawe St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.08107433746 19.7002107640964),
Zr_ZaSa8DMMQ_AsovtaHyA,Arirang Korean Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/dqeaQQTK6ZK_3_4g7N9C5A/o.jpg,OPERATIONAL,https://www.yelp.com/biz/arirang-korean-kitchen-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 961-6161,14,restaurant,4.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/dqeaQQTK6ZK_3_4g7N9C5A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/e76K37EyUl88K5AM_oKPxA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/NfFH2JY7rdBGQ1oygx5x0w/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1730', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.70689421,-155.0666225,REGULAR,"811 Laukapu St Hilo, HI 96720",,,,"Arirang Korean Kitchen811 Laukapu St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.066622532904 19.7068942129255),
4n4CO3lirWrMRs8rwXGEeA,Asami's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/NfevRj0ShrzAeaQwvCFWxg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/asamis-kitchen-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-2242,39,restaurant,4.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/NfevRj0ShrzAeaQwvCFWxg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/1lAAEFIYzS5v4VJUFyO4QQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/CymGbxtZoUTUtdiG9MPrwQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0530', 'end': '1200', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1200', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1200', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1200', 'day': 4}, {'is_overnight': False, 'start': '0530', 'end': '1030', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.720944,-155.084113,REGULAR,"308 Kilauea Ave Hilo, HI 96720",,,,"Asami's Kitchen308 Kilauea Ave Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.084113 19.720944),
