,Unnamed: 0.1,index,Unnamed: 0,yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
199,199,199,218,,Official Port of Galveston - Lot B,,OPERATIONAL,,,,parking,,,,,29.3034288,-94.8054933,,"224 33rd Street, Galveston",ChIJ0ce-EnSeP4YRBe-gw-KGnIY,,,,,,,"Official Port of Galveston - Lot B224 33rd Street, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.8054933 29.3034288),
200,200,200,219,,Lighthouse parking Lot 3,,OPERATIONAL,,,,parking,,,,,29.3036021,-94.7997881,,"2801 Market Street, Galveston",ChIJ-wKq8q2fP4YRsOb7wkFIRIU,,,,,,,"Lighthouse parking Lot 32801 Market Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7997881 29.3036021),
201,201,201,220,,Cruise Parking Express Lot,,OPERATIONAL,,,,parking,,,,,29.3072849,-94.8010348,,"106 28th Street, Galveston",ChIJbVt2vXKeP4YRYHaTATxOFQc,,,,,,,"Cruise Parking Express Lot106 28th Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8010348 29.3072849),
202,202,202,221,,Galveston wharfs,,OPERATIONAL,,,,parking,,,,,29.3044129,-94.8032672,,"303 31st Street, Galveston",ChIJh52DxQyfP4YR8gjTV0in3u0,,,,,,,"Galveston wharfs303 31st Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8032672 29.3044129),
203,203,203,222,,Port of Galveston Express Lot Cruise Parking,,OPERATIONAL,,,,parking,,,,,29.3074851,-94.8003865,,"2702 Harborside Drive, Galveston",ChIJo9RSeWSfP4YRgHa9wjU2HPw,,,,,,,"Port of Galveston Express Lot Cruise Parking2702 Harborside Drive, Galveston","Port of Galveston Pier 25 Cruise Parking2502 Harborside Drive, Galveston",91,POINT (-94.8003865 29.3074851),
204,204,204,223,,225 25th St Parking,,OPERATIONAL,,,,parking,,,,,29.3058168,-94.796879,,"225 25th Street, Galveston",ChIJF0BDWGyeP4YR6QMPgGxHwXI,,,,,,,"225 25th St Parking225 25th Street, Galveston","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551",86,POINT (-94.796879 29.3058168),
206,206,206,225,,Lot А - Port Of Galveston Cruise Parking,,OPERATIONAL,,,,parking,,,,,29.3051314,-94.8040417,,"150 33rd Street, Galveston",ChIJC2xgonOeP4YRfOjItcpNF1o,,,,,,,"Lot А - Port Of Galveston Cruise Parking150 33rd Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.8040417 29.3051314),
207,207,207,226,,Galveston VIP Cruise Parking,,OPERATIONAL,,,,parking,,,,,29.3071013,-94.7972231,,"111 Rosenberg Street, Galveston",ChIJhZ_r5myeP4YR_-0yuhWIOow,,,,,,,"Galveston VIP Cruise Parking111 Rosenberg Street, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.7972231 29.3071013),
208,208,208,227,,600 26th St Parking,,OPERATIONAL,,,,parking,,,,,29.3021002,-94.797186,,"600 26th Street, Galveston",ChIJ-az9jm6eP4YRn7--ZjWSOp8,,,,,,,"600 26th St Parking600 26th Street, Galveston","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551",86,POINT (-94.797186 29.3021002),
209,209,209,228,,Official Port of Galveston SMP Cruise Parking Garage,,OPERATIONAL,,,,parking,,,,,29.3072449,-94.79676,,"150 Rosenberg Street, Galveston",ChIJDw_EmuOfP4YR-budokSzT5U,,,,,,,"Official Port of Galveston SMP Cruise Parking Garage150 Rosenberg Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.79676 29.3072449),
210,210,210,229,,Rosenberg Library Parking,,OPERATIONAL,,,,parking,,,,,29.301447,-94.793363,,"2315 Avenue H, Galveston",ChIJre2YEmmeP4YRdPM8gyXCxWU,,,,,,,"Rosenberg Library Parking2315 Avenue H, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.793363 29.301447),
212,212,212,231,,2608 Sealy Ave Parking,,OPERATIONAL,,,,parking,,,,,29.3003026,-94.7962016,,"2608 Sealy Avenue, Galveston",ChIJ9SGp326eP4YRsL2hNdLjqz4,,,,,,,"2608 Sealy Ave Parking2608 Sealy Avenue, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7962016 29.3003026),
214,214,214,233,,Premium Parking - P4002,,OPERATIONAL,,,,parking,,,,,29.2926587,-94.7860973,,"2024 Seawall Boulevard, Galveston",ChIJ3UIVPVyeP4YRxuKo0YK3ZVU,,,,,,,"Premium Parking - P40022024 Seawall Boulevard, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.7860973 29.2926587),
215,215,215,234,,Hotel Galvez Parking Garage,,OPERATIONAL,,,,parking,,,,,29.2921951,-94.7869676,,"1921 21st Street, Galveston",ChIJvU3r3QqfP4YRs1soxXRdj6o,,,,,,,"Hotel Galvez Parking Garage1921 21st Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7869676 29.2921951),
216,216,216,235,,Parking Lot,,OPERATIONAL,,,,parking,,,,,29.2880608,-94.7910647,,"3510-0116-2000, #001, Galveston",ChIJJdW2URKfP4YRM0CA98ryvv8,,,,,,,"Parking Lot3510-0116-2000, #001, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7910647 29.2880608),
217,217,217,236,,Indoor Cruise Parking,,OPERATIONAL,,,,parking,,,,,29.3027331,-94.8101226,,"202 37th Street, Galveston",ChIJBW3b_XWeP4YRvvqGo0EPcYk,,,,,,,"Indoor Cruise Parking202 37th Street, Galveston","Port Parking202 37th Street, Galveston",88,POINT (-94.8101226 29.3027331),
218,218,218,237,,Port Parking,,OPERATIONAL,,,,parking,,,,,29.302697,-94.809512,,"202 37th Street, Galveston",ChIJW3m34XWeP4YR1g2RqlFuMcQ,,,,,,,"Port Parking202 37th Street, Galveston","Indoor Cruise Parking202 37th Street, Galveston",88,POINT (-94.809512 29.302697),
219,219,219,238,,Glaveston Cruise Terminal,,OPERATIONAL,,,,parking,,,,,29.3041619,-94.8061477,,"3300 Harborside Drive, Galveston",ChIJDUWIyaqfP4YRfBIJMf5njA8,,,,,,,"Glaveston Cruise Terminal3300 Harborside Drive, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.8061477 29.3041619),
220,220,220,239,,"Falstaff Cruise Parking, Drive In & Cruise Out",,OPERATIONAL,,,,parking,,,,,29.3004531,-94.8059458,,"3402 Church Street, Galveston",ChIJVZAn6HaeP4YRQPdXE89epxM,,,,,,,"Falstaff Cruise Parking, Drive In & Cruise Out3402 Church Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.8059458 29.3004531),
221,221,221,240,,Parking Area,,OPERATIONAL,,,,parking,,,,,29.3034356,-94.8054947,,"224 33rd Street, Galveston",ChIJtVbqb3SeP4YR5cQ0OCu4MXc,,,,,,,"Parking Area224 33rd Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.8054947 29.3034356),
222,222,222,241,,Discount Cruise Parking,,OPERATIONAL,,,,parking,,,,,29.3019206,-94.8054081,,"433 33rd Street, Galveston",ChIJ8zHXbzydP4YR0ZRwysjtgm4,,,,,,,"Discount Cruise Parking433 33rd Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8054081 29.3019206),
224,224,224,243,,Port of Galveston West Entrance,,OPERATIONAL,,,,transit_station,,,,,29.30404,-94.8139803,,"4002 Port Industrial Road, Galveston",ChIJBe1V6N6dP4YRy2vmLbXt0PQ,,,,,,,"Port of Galveston West Entrance4002 Port Industrial Road, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.8139803 29.30404),
225,225,225,244,,Freymiller Galveston Dropyard,,OPERATIONAL,,,,parking,,,,,29.2980668,-94.8340632,,"5700 Harborside Drive, Galveston",ChIJOwzinqidP4YRT0iC0scmVUs,,,,,,,"Freymiller Galveston Dropyard5700 Harborside Drive, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.8340632 29.2980668),
226,226,226,245,,6303 Broadway St. Parking,,OPERATIONAL,,,,parking,,,,,29.28783,-94.8405191,,"6303 Broadway Street, Galveston",ChIJeRLcQbKdP4YRsGnmiVpwfoI,,,,,,,"6303 Broadway St. Parking6303 Broadway Street, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.8405191 29.28783),
227,227,227,246,,Marlin Cruise Parking,,OPERATIONAL,,,,parking,,,,,29.2875693,-94.8627191,,"8115 Harborside Drive, Galveston",ChIJoWd93cudP4YRQyRrIW9W_N0,,,,,,,"Marlin Cruise Parking8115 Harborside Drive, Galveston","Cruise Park2815 Harborside Drive, Galveston",88,POINT (-94.8627191 29.2875693),
228,228,228,247,,8701 Teichman Rd Parking,,OPERATIONAL,,,,parking,,,,,29.282649,-94.8661714,,"8701 Teichman Road, Galveston",ChIJ0WUIc-KcP4YRVZGz08vjLL8,,,,,,,"8701 Teichman Rd Parking8701 Teichman Road, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8661714 29.282649),
229,229,229,248,,Sand Dollar Autoplex,,OPERATIONAL,,,,parking,,,,,29.2866847,-94.8608958,,"8020 Broadway Street, Galveston",ChIJS4rEDwOdP4YRyUJKa1obLyA,,,,,,,"Sand Dollar Autoplex8020 Broadway Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8608958 29.2866847),
230,230,230,249,,"The San Luis Resort, Spa and Conference Center parking",,OPERATIONAL,,,,parking,,,,,29.2734016,-94.8188721,,"3104 53rd Street, Galveston",ChIJ2T54gzedP4YRsyYWwXF8uMs,,,,,,,"The San Luis Resort, Spa and Conference Center parking3104 53rd Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.8188721 29.2734016),
231,231,231,250,,5400 Seawall Boulevard Parking,,OPERATIONAL,,,,parking,,,,,29.2713047,-94.8186599,,"5400 Seawall Boulevard, Galveston",ChIJYSOtGiWcP4YRjz4FB3sUb5c,,,,,,,"5400 Seawall Boulevard Parking5400 Seawall Boulevard, Galveston","3502 Seawall Blvd Parking3502 Seawall Boulevard, Galveston",89,POINT (-94.8186599 29.2713047),
232,232,232,251,,Burnet Elementary Parking Lot,,OPERATIONAL,,,,parking,,,,,29.27637,-94.824815,,"5511 Avenue S, Galveston",ChIJSz46OAKdP4YRLBH3k4oTzEo,,,,,,,"Burnet Elementary Parking Lot5511 Avenue S, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.824815 29.27637),
233,233,233,252,,2190 Terminal Dr Parking,,OPERATIONAL,,,,parking,,,,,29.2669691,-94.8539629,,"2190 Terminal Drive, Galveston",ChIJFfXvb_acP4YRVrIRw8E7saQ,,,,,,,"2190 Terminal Dr Parking2190 Terminal Drive, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8539629 29.2669691),
235,235,235,254,,Galveston Island Brewing Parking Lot,,OPERATIONAL,,,,parking,,,,,29.2557574,-94.8500964,,"3515 85th Street, Galveston",ChIJVet7g4ydP4YRA18lniSyRWg,,,,,,,"Galveston Island Brewing Parking Lot3515 85th Street, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.8500964 29.2557574),
237,237,237,257,,Mamady's Primitive Art From,,OPERATIONAL,,,,,,,,,29.307213,-94.7937577,,"2211 The Strand, Galveston",ChIJg37VFGueP4YR6fdJF1ue33c,,,,,,,"Mamady's Primitive Art From2211 The Strand, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7937577 29.307213),
238,238,238,258,,Bogan Gallery,,CLOSED_TEMPORARILY,,,,,,,,,29.3044721,-94.7929354,,"2217 Postoffice St, Galveston",ChIJ_____xueP4YRNB441Lq7RHc,,,,,,,"Bogan Gallery2217 Postoffice St, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7929354 29.3044721),
239,239,239,259,,Affaire d'Art Fine Art Gallery,,OPERATIONAL,,,,,,,,,29.304436,-94.793165,,"2227 Postoffice St, Galveston",ChIJkfdtYmueP4YR1PRZD3AHIXI,,,,,,,"Affaire d'Art Fine Art Gallery2227 Postoffice St, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.793165 29.304436),
240,240,240,260,,The Proletariat Gallery & Public House,,OPERATIONAL,,,,,,,,,29.3053353,-94.7935713,,"2221 Market Street #100, Galveston",ChIJJ98no2ueP4YR-eQcpeWIIeg,,,,,,,"The Proletariat Gallery & Public House2221 Market Street #100, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7935713 29.3053353),
241,241,241,261,,Gallery Évasion,,OPERATIONAL,,,,,,,,,29.3065075,-94.7944228,,"217 23rd Street, Galveston",ChIJq07NcWueP4YRVpwZWyy3aRk,,,,,,,"Gallery Évasion217 23rd Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7944228 29.3065075),
242,242,242,262,,VACATION ON CANVAS GALLERY,,OPERATIONAL,,,,,,,,,29.3050017,-94.7924939,,"2204 Postoffice Street, Galveston",ChIJQXyhR2qeP4YRHxzrQ52uvDE,,,,,,,"VACATION ON CANVAS GALLERY2204 Postoffice Street, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.7924939 29.3050017),
243,243,243,263,,The Old Galveston Trading Company,,OPERATIONAL,,,,,,,,,29.304724,-94.791834,,"2115 Postoffice Street, Galveston",ChIJT1YJSGqeP4YRAvTwCO1WknE,,,,,,,"The Old Galveston Trading Company2115 Postoffice Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.791834 29.304724),
244,244,244,264,,René Wiley Gallery,,OPERATIONAL,,,,,,,,,29.3050828,-94.7922886,,"2128 Postoffice St, Galveston",ChIJ8VAiSWqeP4YRAr1JSr1J8UA,,,,,,,"René Wiley Gallery2128 Postoffice St, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7922886 29.3050828),
245,245,245,265,,The Tattoo Shop,,OPERATIONAL,,,,,,,,,29.2773944,-94.8273556,,"5702 Stewart Road, Galveston",ChIJuZ1ywTacP4YRiHeYMNVnr0g,,,,,,,"The Tattoo Shop5702 Stewart Road, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8273556 29.2773944),
246,246,246,266,,Art League,,OPERATIONAL,,,,,,,,,29.304719,-94.7918334,,"2117a Postoffice Street, Galveston",ChIJ1wLYQ2qeP4YRFoZS_c5YSN8,,,,,,,"Art League2117a Postoffice Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7918334 29.304719),
247,247,247,268,,Galveston Arts Center,,OPERATIONAL,,,,,,,,,29.307351,-94.7930412,,"2127 The Strand, Galveston",ChIJB1GfrGueP4YRpKVirArMnfk,,,,,,,"Galveston Arts Center2127 The Strand, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7930412 29.307351),
248,248,248,269,,QQ ArtSpace,,OPERATIONAL,,,,,,,,,29.2553328,-94.8493768,,"3622 85th Street, Galveston",ChIJ7UWoizydP4YRLgxZMeXQRZc,,,,,,,"QQ ArtSpace3622 85th Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.8493768 29.2553328),
249,249,249,270,,Maebemy Gallery,,OPERATIONAL,,,,,,,,,29.2690695,-94.8270884,,"2828 61st Street UNIT 1303, Galveston",ChIJ0U7Xe_SdP4YRbzcgS-5QHD0,,,,,,,"Maebemy Gallery2828 61st Street UNIT 1303, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8270884 29.2690695),
250,250,250,271,,ANNE LANE GALLERY,,OPERATIONAL,,,,,,,,,29.282381,-94.8055317,,"3818 Avenue S, Galveston",ChIJ8Sk9RT-fP4YR36RXs6pwsQc,,,,,,,"ANNE LANE GALLERY3818 Avenue S, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8055317 29.282381),
251,251,251,273,,J Bangle Galleries,,OPERATIONAL,,,,,,,,,29.2978274,-94.7935114,,"1124 25th Street, Galveston",ChIJST4jrGeeP4YRJWrHbzJuQIk,,,,,,,"J Bangle Galleries1124 25th Street, Galveston","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551",86,POINT (-94.7935114 29.2978274),
252,252,252,274,,The Studio Experience Gallery and Fine Art Printers,,OPERATIONAL,,,,,,,,,29.3024723,-94.7938331,,"2327 Winnie Street, Galveston",ChIJJ29sszafP4YRAJ8GyBzJtZY,,,,,,,"The Studio Experience Gallery and Fine Art Printers2327 Winnie Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7938331 29.3024723),
253,253,253,275,,Water's Edge Studio Gallery,,CLOSED_TEMPORARILY,,,,,,,,,29.2978754,-94.7885073,,"1302 21st Street, Galveston",ChIJwyAfykKeP4YREt7YM_yZ8XE,,,,,,,"Water's Edge Studio Gallery1302 21st Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7885073 29.2978754),
254,254,254,276,,Arts on Mechanic,,OPERATIONAL,,,,,,,,,29.3060921,-94.7944691,,"2309 Mechanic Street, Galveston",ChIJmd1JeGueP4YR7jePxf40Vio,,,,,,,"Arts on Mechanic2309 Mechanic Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7944691 29.3060921),
255,255,255,277,,Upstairs Art Studio,,OPERATIONAL,,,,,,,,,29.3072022,-94.7953363,,"2328 The Strand, Galveston",ChIJicE_aGqfP4YRE7u7onbYVDY,,,,,,,"Upstairs Art Studio2328 The Strand, Galveston","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551",86,POINT (-94.7953363 29.3072022),
256,256,256,278,,Mock & More Gallery,,OPERATIONAL,,,,,,,,,29.3044633,-94.792807,,"2215-B Postoffice St, Galveston",ChIJ3_Ku3hKfP4YRtU0-jQrAS-Q,,,,,,,"Mock & More Gallery2215-B Postoffice St, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.792807 29.3044633),
257,257,257,279,,Alia Benavides,,OPERATIONAL,,,,,,,,,29.3046691,-94.7926419,,"2201 Postoffice St, Galveston",ChIJmwyTK-efP4YRPJKb9gUZm_M,,,,,,,"Alia Benavides2201 Postoffice St, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7926419 29.3046691),
258,258,258,280,,The Artist's Studio & Gallery,,CLOSED_TEMPORARILY,,,,,,,,,29.2969473,-94.7860735,,"1447 19th Street, Galveston",ChIJZTxtyFyeP4YRwzwilCDZ-T0,,,,,,,"The Artist's Studio & Gallery1447 19th Street, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.7860735 29.2969473),
259,259,259,281,,G.Lee Gallery,,OPERATIONAL,,,,,,,,,29.3070697,-94.7941638,,"2217 The Strand, Galveston",ChIJX_LyyWueP4YRM6L0EOxyB9E,,,,,,,"G.Lee Gallery2217 The Strand, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7941638 29.3070697),
260,260,260,282,,From the HeART Gallery,,OPERATIONAL,,,,,,,,,29.3047615,-94.7915907,,"2111 Postoffice Street, Galveston",ChIJravyw2ueP4YR4xKziirK50k,,,,,,,"From the HeART Gallery2111 Postoffice Street, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.7915907 29.3047615),
261,261,261,283,,DARKE gallery,,OPERATIONAL,,,,,,,,,29.3158378,-94.7546711,,"801 East Beach Drive BC 0612, Galveston",ChIJz61BocafP4YRn7bIa0ib59M,,,,,,,"DARKE gallery801 East Beach Drive BC 0612, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7546711 29.3158378),
262,262,262,286,,Galveston RV Resort and Marina,,OPERATIONAL,,,,,,,,,29.2787925,-94.8350109,,"6310 Heards Lane, Galveston",ChIJvYAdXUmcP4YRWejOGTrTLTw,,,,,,,"Galveston RV Resort and Marina6310 Heards Lane, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.8350109 29.2787925),
263,263,263,287,,Stella Mare RV Resort,,OPERATIONAL,,,,,,,,,29.2405186,-94.8816109,,"3418 Stella Mare Lane Lot 98, Galveston",ChIJJ9nsR6acP4YRxhVxoPJEOJI,,,,,,,"Stella Mare RV Resort3418 Stella Mare Lane Lot 98, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.8816109 29.2405186),
264,264,264,289,,Jamaica Beach RV Park,,OPERATIONAL,,,,,,,,,29.1789996,-94.9817956,,"17200 Termini-San Luis Pass Road, Galveston",ChIJqywrxXuGP4YRfI0sAOX6We8,,,,,,,"Jamaica Beach RV Park17200 Termini-San Luis Pass Road, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.9817956 29.1789996),
265,265,265,290,,Texas Campgrounds Club,,OPERATIONAL,,,,,,,,,29.1713063,-94.9915121,,"18100 Termini-San Luis Pass Road, Galveston",ChIJB-CrtniGP4YRhdMq1S4ruwE,,,,,,,"Texas Campgrounds Club18100 Termini-San Luis Pass Road, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.9915121 29.1713063),
266,266,266,292,,Galveston Island KOA Holiday,,OPERATIONAL,,,,,,,,,29.1220283,-95.0734496,,"23700 Termini-San Luis Pass Road, Galveston",ChIJ0e-k-6Z3QIYRkgdSgURUxmQ,,,,,,,"Galveston Island KOA Holiday23700 Termini-San Luis Pass Road, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-95.0734496 29.1220283),
267,267,267,295,,Bay Side Campsite,,OPERATIONAL,,,,,,,,,29.2106105,-94.9553701,,Galveston,ChIJO6_B12uFP4YRTvQWHVICRvU,,,,,,,Bay Side CampsiteGalveston,"Lee and Joe Jamail Bay Park4800 Seawall Blvd Galveston, TX 77551",86,POINT (-94.9553701 29.2106105),
268,268,268,296,,Galveston,,OPERATIONAL,,,,,,,,,29.2651551,-94.8329544,,"6702 Seawall Boulevard, Galveston",ChIJh6WYMzudP4YR4-E8Q8xkZOc,,,,,,,"Galveston6702 Seawall Boulevard, Galveston","Texaco Galveston4502 Seawall Boulevard, Galveston",88,POINT (-94.8329544 29.2651551),
269,269,269,301,,Enterprise Rent-A-Car,,OPERATIONAL,,,,,,,,,29.2881934,-94.8350507,,"5919 Broadway Avenue J, Galveston",ChIJcajIOLSdP4YRat29hIStj68,,,,,,,"Enterprise Rent-A-Car5919 Broadway Avenue J, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8350507 29.2881934),
270,270,270,305,,Cars and Carts Galveston,,OPERATIONAL,,,,,,,,,29.2890817,-94.7897034,,"2402 Seawall Boulevard, Galveston",ChIJl7Vj-eefP4YRbmiP_tQ8ccQ,,,,,,,"Cars and Carts Galveston2402 Seawall Boulevard, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.7897034 29.2890817),
271,271,271,306,,Galveston Convertible Rentals,,OPERATIONAL,,,,,,,,,29.3055877,-94.7921841,,"2121 Market Street # 211, Galveston",ChIJ4WdE8jSfP4YRHOkbmey8h8g,,,,,,,"Galveston Convertible Rentals2121 Market Street # 211, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.7921841 29.3055877),
272,272,272,307,,Rosenberg Library,,OPERATIONAL,,,,,,,,,29.3011526,-94.7929895,,"2310 Sealy Avenue, Galveston",ChIJd_oAD2meP4YRMEcPxYVYVgc,,,,,,,"Rosenberg Library2310 Sealy Avenue, Galveston","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551",86,POINT (-94.7929895 29.3011526),
273,273,273,308,,Ocean Star Offshore Drilling Rig and Museum,,OPERATIONAL,,,,,,,,,29.3104255,-94.7917377,,"2002 Wharf Road, Galveston",ChIJK_JXPRWeP4YRWCogB9_VdYM,,,,,,,"Ocean Star Offshore Drilling Rig and Museum2002 Wharf Road, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7917377 29.3104255),
274,274,274,309,,Galveston Railroad Museum,,OPERATIONAL,,,,,,,,,29.3061047,-94.7985082,,"2602 Santa Fe Place, Galveston",ChIJq6Ry72yeP4YR18HZh2uwii4,,,,,,,"Galveston Railroad Museum2602 Santa Fe Place, Galveston","Galveston Railroad Msm the Center2602 Santa Fe Place, Galveston",88,POINT (-94.7985082 29.3061047),
275,275,275,310,,Galveston Historic Seaport - Home of the 1877 Tall Ship ELISSA,,OPERATIONAL,,,,,,,,,29.3090547,-94.7933003,,"Pier 22 Suite, 8, Galveston",ChIJgbYQ1RSeP4YRZKEdJgqACmg,,,,,,,"Galveston Historic Seaport - Home of the 1877 Tall Ship ELISSAPier 22 Suite, 8, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7933003 29.3090547),
276,276,276,311,,Central Cultural Center,,OPERATIONAL,,,,,,,,,29.2961096,-94.7953872,,"2627 Avenue M, Galveston",ChIJBQ-W5mWeP4YRK7JGXBylRF8,,,,,,,"Central Cultural Center2627 Avenue M, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7953872 29.2961096),
278,278,278,313,,Galveston Children's Museum,,OPERATIONAL,,,,,,,,,29.2993997,-94.7962228,,"2618 Broadway Avenue J, Galveston",ChIJ-XKaUqDJXRQRfI54klTuetM,,,,,,,"Galveston Children's Museum2618 Broadway Avenue J, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.7962228 29.2993997),
279,279,279,314,,Segcity Segway Galveston Tours,,OPERATIONAL,,,,,,,,,29.303251,-94.79588,,"519 25th Street, Galveston",ChIJgcZ7klueP4YRPk9klZ5tolk,,,,,,,"Segcity Segway Galveston Tours519 25th Street, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.79588 29.303251),
