,Name,Address,Coordinates,Lat,Long,euc_diff
339,The Sippin Siren,"88 Kanoelehua Ave Ste A102 Hilo, HI 96720",POINT (-155.06474 19.721526),19.721526,-155.06474,0.047095152812598275
340,Ding Tea Hilo,"239 Keawe St Hilo, HI 96720",POINT (-155.086496 19.724),19.724,-155.086496,0.06897894931485203
341,Loved by the Sun,"12 Furneaux Ln Hilo, HI 96720",POINT (-155.085634599574 19.7240496317265),19.7240496317265,-155.085634599574,0.06813329472192153
342,Nicoco,"185 Kilauea Ave Hilo, HI 96720",POINT (-155.0853187 19.7221681),19.7221681,-155.0853187,0.06757589929279521
343,Tamari Japanese Lunch Shop,"22 Furneaux Ln Hilo, HI 96720",POINT (-155.085955560207 19.7238580137491),19.7238580137491,-155.085955560207,0.06842394590235117
344,Cronies Bar & Grill,"11 Waianuenue Ave Hilo, HI 96720",POINT (-155.0868397 19.7266042),19.7266042,-155.0868397,0.06973127127628538
345,Sugar Coast Candy,"274 Kamehameha Ave Hilo, HI 96720",POINT (-155.0856654 19.724219),19.724219,-155.0856654,0.06818820397967977
346,Hiro's Place,"50 E Puainako St Ste 108 KTA Super Stores - Puainako Hilo, HI 96720",POINT (-155.066482 19.692655),19.692655,-155.066482,0.05291076336124324
347,Hilo Siam Thai Restaurant,"70 Mamo St Hilo, HI 96720",POINT (-155.0855408 19.7230911),19.7230911,-155.0855408,0.06790977016382056
348,Puna Chocolate Company,"277 Keawe St Hilo, HI 96720",POINT (-155.0862993 19.7235873),19.7235873,-155.0862993,0.0687272374579359
349,White Guava Cafe,"54 E Puainako St Hilo, HI 96720",POINT (-155.0663731117025 19.69445111667885),19.69445111667885,-155.0663731117025,0.05210096392619163
350,Coconut Grill,"136 Banyan Way Hilo Seaside Hotel Hilo, HI 96720",POINT (-155.06265429250664 19.723620934733695),19.723620934733695,-155.06265429250664,0.04541838919814295
351,Cham Cham Korean BBQ,"421 Kalanikoa St Ste 102 Hilo, HI 96720",POINT (-155.06544 19.71672),19.71672,-155.06544,0.04729967989417517
352,Carlsmith Beach Park,"1827 Kalanianaole Ave Hilo, HI 96720",POINT (-155.027970678621 19.7330791088927),19.7330791088927,-155.027970678621,0.021165848828658084
353,Hawaii Tropical Bioreserve & Garden,"27-717 Old Mamalahoa Hwy Papaikou, HI 96781",POINT (-155.096228949054 19.8111211496674),19.8111211496674,-155.096228949054,0.12434658542012628
354,Teapresso Bar - Hilo,"14 W Lanikaula St Ste 105 Hilo, HI 96720",POINT (-155.075617 19.707259),19.707259,-155.075617,0.0578452486470247
355,Bangkok Villa Hilo,"59 Kalakaua St Hilo, HI 96720",POINT (-155.0871003 19.7253971),19.7253971,-155.0871003,0.06978574216748738
356,Vegan Shop,"516 Kinoole St Hilo, HI 96720",POINT (-155.08585 19.71973),19.71973,-155.08585,0.06786524549727165
357,H & K Lunch Shop,"14 W Lanikaula St Ste 102 Hilo, HI 96720",POINT (-155.075546264648 19.7070579528809),19.7070579528809,-155.075546264648,0.057799894123229265
358,Van Vietnamese Cuisine,"419 Kilauea Ave Hilo, HI 96720",POINT (-155.0824403 19.720312244236048),19.720312244236048,-155.0824403,0.0645186746271223
359,K's Drive-In,"194 Hualalai St Hilo, HI 96720",POINT (-155.083082346933 19.7168253816891),19.7168253816891,-155.083082346933,0.06492923715124611
360,IHOP,"111 E Puainako St Prince Kuhio Plaza Prince Kuhio Plaza Hilo, HI 96720",POINT (-155.063849 19.695294),19.695294,-155.063849,0.04944643385670714
361,Reuben's Mexican Food,"336 Kamehameha Ave Hilo, HI 96720",POINT (-155.084948 19.723556),19.723556,-155.084948,0.06738426792014848
362,Sakura Sushi & Grill,"200 Kanoelehua Ave Hilo, HI 96720",POINT (-155.06454144432738 19.72082430989023),19.72082430989023,-155.06454144432738,0.04679601359790423
363,Kozmic Cones,"317 Waianuenue Ave Hilo, HI 96720",POINT (-155.09058 19.72389),19.72389,-155.09058,0.07301011756574877
364,Moms,"190 Keawe St Ste 10 Hilo, HI 96720",POINT (-155.087565 19.724564),19.724564,-155.087565,0.07011781210673551
365,Restaurant Miwa,"1261 Kilauea Ave Ste 230 Hilo, HI 96720",POINT (-155.075502215939 19.7105421047085),19.7105421047085,-155.075502215939,0.05742330906081813
366,Kelly Boy's,"175 Uhu St Hilo, HI 96720",POINT (-155.073334 19.711473),19.711473,-155.073334,0.05520439881559658
367,Hula Hulas,"93 Banyan Dr Hilo, HI 96720",POINT (-155.064893 19.729616),19.729616,-155.064893,0.04913802171769442
368,Aloydee's Thai Food,"330 Kamehameha Ave Hilo, HI 96720",POINT (-155.085052 19.723577),19.723577,-155.085052,0.06749016678498966
369,Restaurant Osaka,"762 Kanoelehua Ave Hilo, HI 96720",POINT (-155.064529418945 19.7074432373047),19.7074432373047,-155.064529418945,0.04683227871867874
370,Low International Food,"222 Kilauea Ave Hilo, HI 96720",POINT (-155.08519 19.72152),19.72152,-155.08519,0.06737556898888467
371,Coconut Island,"77 Keliipio Pl Hilo, HI 96720",POINT (-155.068565 19.729465),19.729465,-155.068565,0.052595859320460334
372,Lyman Museum,"276 Haili St Hilo, HI 96720",POINT (-155.0908298 19.7219974),19.7219974,-155.0908298,0.07303417121875136
373,Verna's Drive In,"1765 Kamehameha Ave Hilo, HI 96720",POINT (-155.06388 19.72281),19.72281,-155.06388,0.046463394924228824
374,So Juicy Hawaii - Hilo,"116 Kamehameha Ave Hilo, HI 96720",POINT (-155.0868 19.72609),19.72609,-155.0868,0.06960326905594096
375,New Saigon Restaurant,"96 Kalanianaole Ave Hilo, HI 96720",POINT (-155.06210131175618 19.7232557404499),19.7232557404499,-155.06210131175618,0.044802908848399624
376,Lani's Island Snack Shack,"681 Manono St Ste 107 Hilo, HI 96720",POINT (-155.069515295327 19.7125535200044),19.7125535200044,-155.069515295327,0.05134293500356519
377,Asami's Kitchen,"308 Kilauea Ave Hilo, HI 96720",POINT (-155.084113 19.720944),19.720944,-155.084113,0.06624464031024767
378,WSW Steakhouse,"71 Banyan Dr Hilo, HI 96720",POINT (-155.066684 19.728193),19.728193,-155.066684,0.050432544886739615
379,Yen's Cafe,"235 Waianuenue Ave Hilo, HI 96720",POINT (-155.0896149 19.7245502),19.7245502,-155.0896149,0.07214430289637963
380,Ohana Foods,"511 W Kawailani St Hilo, HI 96720",POINT (-155.082296 19.683428),19.683428,-155.082296,0.07114241430558277
381,Sky Garden Restaurant,"600 Imiloa Pl Hilo, HI 96720",POINT (-155.08869339586988 19.701243546831176),19.701243546831176,-155.08869339586988,0.07169062922542897
382,Akaka Falls State Park,"Akaka Falls Rd Honomu, HI 96728",POINT (-155.152272242078 19.8538409556301),19.8538409556301,-155.152272242078,0.1935092485032743
383,What's Shakin',"27-999 Old Mamalahoa Hwy Pepeekeo, HI 96783",POINT (-155.095225 19.824328),19.824328,-155.095225,0.13430627945156162
384,Pe'epe'e Falls & Boiling Pots,"Peepee Falls St Hilo, HI 96720",POINT (-155.1304287 19.713306),19.713306,-155.1304287,0.11223097123035446
385,Tabaraka,"272 Waianuenue Ave Hilo, HI 96720",POINT (-155.0902291 19.7246596),19.7246596,-155.0902291,0.07276781784978854
386,Pandamonia's Paleta Palace,"21 Banyan Dr Hilo, HI 96720",POINT (-155.0685994 19.724659),19.724659,-155.0685994,0.05145040532391463
387,Koana,"18-1325 Old Volcano Road Mountain View, HI 96771",POINT (-155.107518 19.55076),19.55076,-155.107518,0.1863421602267808
388,Daiichi Ramen,"111 E Puainako St Hilo, HI 96720",POINT (-155.063254 19.697288),19.697288,-155.063254,0.04815760668277494
389,Happy Valley Seafood Restaurant,"1263 Kilauea Ave Ste 320 Hilo, HI 96720",POINT (-155.07600402832 19.710168838501),19.710168838501,-155.07600402832,0.057949481699361295
390,Richardson Ocean Park,"2349 Kalanianaole Ave Hilo, HI 96720",POINT (-155.0133199 19.7347665),19.7347665,-155.0133199,0.02103854485308621
391,Onekahakaha Beach Park,"74 Onekahakaha Rd Hilo, HI 96720",POINT (-155.039601 19.738193),19.738193,-155.039601,0.0320729931159171
392,Zippy's Hilo,"111 E Puainako St Hilo, HI 96720",POINT (-155.06342 19.69719),19.69719,-155.06342,0.04834753618999166
393,808 Sweet Shack,"315 E Kawili St Hilo, HI 96720",POINT (-155.0682212 19.7061614),19.7061614,-155.0682212,0.050677207082116794
394,Kandi's Drive Inn,"56 W Kawailani St Hilo, HI 96720",POINT (-155.0693995 19.6847426),19.6847426,-155.0693995,0.05911804862466556
395,Manono Mini Mart,"454 Manono St Hilo, HI 96720",POINT (-155.070449829102 19.7160148620605),19.7160148620605,-155.070449829102,0.05227573801916034
396,Nector Cafe,"216 Kamehameha Ave Hilo, HI 96720",POINT (-155.086181 19.724783),19.724783,-155.086181,0.06878204166441709
397,Kum Yo's Okazuya,"399 E Kawili St Hilo, HI 96720",POINT (-155.065475463867 19.7060317993164),19.7060317993164,-155.065475463867,0.04799132306309015
398,Hale Hookah,"60 Waianuenue Ave Hilo, HI 96720",POINT (-155.0876187 19.7262907),19.7262907,-155.0876187,0.07044415745345492
399,1 Plus 1 Cafe,"315 Makaala St Ste 110 Hilo, HI 96720",POINT (-155.063192 19.701475),19.701475,-155.063192,0.04678275133025368
400,"Cupcakes, BOOM!","697 Manono St Ste 106 Hilo, HI 96720",POINT (-155.06994744746007 19.712741911747035),19.712741911747035,-155.06994744746007,0.051768817686016946
401,Spoonful Cafe,"16-569 Old Volcano Rd Keaau, HI 96749",POINT (-155.0416667 19.6211111),19.6211111,-155.0416667,0.09609985682052946
402,Maui Tacos,"111 E Puainako St Ste 605 Hilo, HI 96720",POINT (-155.063268 19.697899),19.697899,-155.063268,0.047958300542482915
403,Poi Balls Hawaii,"619 Manono St Parking Lot Hilo, HI 96720",POINT (-155.06991392220704 19.713710236503204),19.713710236503204,-155.06991392220704,0.05171516037124188
404,Dimple Cheek Cafe & Local Market,"17-4003 Ahuahu Pl Mountain View, HI 96771",POINT (-155.081895031035 19.5691299680627),19.5691299680627,-155.081895031035,0.15853007692942467
405,Amigos Taqueria,"250 Keawe St Hilo, HI 96720",POINT (-155.08686 19.72374),19.72374,-155.08686,0.06930346785097528
406,Countryside Cafe,"16-586 Old Volcano Rd Keaau, HI 96749",POINT (-155.0409898 19.621841761624392),19.621841761624392,-155.0409898,0.09522723237405682
407,Kaleo's Bar and Grill,"15-2969 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.94452 19.49422),19.49422,-154.94452,0.2320889325572064
408,Blane's Drive Inn,"150 Wiwoole St Hilo, HI 96720",POINT (-155.0651911037979 19.701668441222488),19.701668441222488,-155.0651911037979,0.048657741022969506
409,Litchon Food Truck,"Honokaa, HI 96720",POINT (-155.084899775684 19.7234858629142),19.7234858629142,-155.084899775684,0.06732689808117724
410,Papajacs,"116 Kamehameha Ave Hilo, HI 96720",POINT (-155.0868 19.72609),19.72609,-155.0868,0.06960326905594096
411,Leung's Chop Suey House,"530 E Lanikaula St Hilo, HI 96720",POINT (-155.06453 19.70695),19.70695,-155.06453,0.04690762975842122
412,Mister D's Grillwagon,"57 Mamo St Hilo, HI 96720",POINT (-155.085106031413 19.7230146156158),19.7230146156158,-155.085106031413,0.06746876228930905
413,Sum Leung Chinese Kitchen,"50 E Puainako St Ste 106 Kta Puainako Shopping Ctr Hilo, HI 96720",POINT (-155.06675369101822 19.693594379666575),19.693594379666575,-155.06675369101822,0.052783231134580326
414,Poly Feng Yuan,"81 W Kawailani St Hilo, HI 96720",POINT (-155.06991188237015 19.6838502201273),19.6838502201273,-155.06991188237015,0.06001020520778965
415,Indo Grindz,"Hilo, HI 96720",POINT (-155.08636595390172 19.688579141460878),19.688579141460878,-155.08636595390172,0.07285591447624547
416,Genki Sushi,"111 E Puainako St Hilo, HI 96720",POINT (-155.064209660761 19.6990954476535),19.6990954476535,-155.064209660761,0.048455535667167156
417,Kula Bowls,"330 Kamehameha Ave Hilo, HI 96720",POINT (-155.08504 19.72358),19.72358,-155.08504,0.06747869306354232
418,Pho 19,"750 Kinoole St Hilo Hi 96720 Hilo, HI 96720",POINT (-155.08419 19.71703),19.71703,-155.08419,0.06604420216599359
419,Liquid Life,"697 Manono St Hilo, HI 96720",POINT (-155.069726 19.712759),19.712759,-155.069726,0.05154695683000101
420,Kitchen Umeko,"14 W Lanikaula St Ste 104 Hilo, HI 96720",POINT (-155.07554 19.70705),19.70705,-155.07554,0.057794676298372406
421,Seoul Station,"417 Kalanikoa St Hilo, HI 96720",POINT (-155.065511 19.71695),19.71695,-155.065511,0.047382882789367795
422,Lemongrass Restaurant,"16-586 Old Volcano Rd Ste 103 Keaau, HI 96749",POINT (-155.04081590294282 19.62219722357633),19.62219722357633,-155.04081590294282,0.09484052177635083
423,Saucy Mama's,"18-1325 Old Volcano Road Inside Garden Mountain View, HI 96771",POINT (-155.10754365473986 19.550948010862726),19.550948010862726,-155.10754365473986,0.18618948407702404
424,Lee's Chop Suey,"53 W Lanikaula St Hilo, HI 96720",POINT (-155.07642 19.70605),19.70605,-155.07642,0.058799814605879956
425,Taco Bell,"2100 Kanoelehua Ave Hilo, HI 96720",POINT (-155.067093 19.694708),19.694708,-155.067093,0.052671161205706724
426,Jamba,"111 Puainako St Hilo (Big Island), HI 96720",POINT (-155.06164836157163 19.698614184185107),19.698614184185107,-155.06164836157163,0.04619188026640924
427,Arirang Korean Kitchen,"811 Laukapu St Hilo, HI 96720",POINT (-155.06662253290415 19.706894212925533),19.706894212925533,-155.06662253290415,0.04898380301699302
428,Thai Smile,"Hilo, HI 96720",POINT (-155.087936401367 19.7178401947021),19.7178401947021,-155.087936401367,0.06982393909530138
429,Banyan Drive,"Banyan Dr Hilo, HI 96720",POINT (-155.066349 19.727928),19.727928,-155.066349,0.05003777690133751
430,Pete's Belly Bustazs,"82 Puuhonu Pl Ste 104 Hilo, HI 96720",POINT (-155.09819 19.71708),19.71708,-155.09819,0.08003606490053913
431,Alii Ice Company,"21 Banyan Dr Hilo, HI 96720",POINT (-155.068261 19.724964),19.724964,-155.068261,0.05118164206084807
432,Hilo Coffee Mill,"17-995 Volcano Rd Mountain View, HI 96771",POINT (-155.088204 19.564602),19.564602,-155.088204,0.16525869095036194
433,Hot Dog On a Stick,"111 E Puainako St Ste 428 Hilo, HI 96720",POINT (-155.063431 19.697136),19.697136,-155.063431,0.04837695951965633
434,Onizuka Center,"177 Maka'ala St Maunakea Observatories Support Services Hilo, HI 96720",POINT (-155.21553 19.644528),19.644528,-155.21553,0.20930057621739398
435,Starbucks,"438 Kilauea Ave Hilo, HI 96720",POINT (-155.08255414 19.71949403),19.71949403,-155.08255414,0.06456107718354955
436,Mt View Bakery,"18-1319 Old Volcano Rd Mountain View, HI 96771",POINT (-155.10714 19.55118),19.55118,-155.10714,0.18579241550352
437,Pacific Tsunami Museum,"130 Kamehameha Ave Hilo, HI 96720",POINT (-155.0867 19.72592),19.72592,-155.0867,0.0694760863261117
438,Pele's Kitchen,"15-2929 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.945757860919 19.4939485181951),19.4939485181951,-154.945757860919,0.23195680369558117
439,Pahoa Fresh Fish,"15-2670 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.957336932421 19.5049859270427),19.5049859270427,-154.957336932421,0.21798603982548895
440,Ocean Front Kitchen,"555 Kalanianaole Ave Ste A Hilo, HI 96720",POINT (-155.056191 19.726839),19.726839,-155.056191,0.04000402248182025
441,Kalbi Express,"315 E Makaala St Ste 106 Hilo, HI 96720",POINT (-155.062816 19.701575),19.701575,-155.062816,0.04639374283288702
442,Tea Time Hawaii,"315 E Kawili St Unit 103 Hilo, HI 96720",POINT (-155.0682516 19.70617),19.70617,-155.0682516,0.05070583251146975
443,Mr Ed's Bakery,"28-1672 Old Mamalahoa Hwy Honomu, HI 96728",POINT (-155.1130501 19.8693367),19.8693367,-155.1130501,0.181746533712383
444,Joann's Lounge,"88 Kanoelehua Ave Hilo, HI 96720",POINT (-155.0647125 19.7216396),19.7216396,-155.0647125,0.04708554688485851
445,Mokupapapa Discovery Center,"76 Kamehameha Ave Hilo, HI 96720",POINT (-155.0870115 19.7267074),19.7267074,-155.0870115,0.06991861937919025
446,Tin Shack Bakery,"15-1500 Akeakamai Lp Pāhoa, HI 96778",POINT (-154.9437281 19.4942503),19.4942503,-154.9437281,0.2323128525141913
447,Hawaiian Shrimp Company,"315 Makaala St Hilo, HI 96720",POINT (-155.062866772055 19.7016496478494),19.7016496478494,-155.062866772055,0.046422167856215474
448,Perfect Harmony,"276 Keawe St Hilo, HI 96720",POINT (-155.0865014 19.7235453),19.7235453,-155.0865014,0.06892184489409747
449,Panda Express,"368 E. Makaala Street Hilo, HI 96720",POINT (-155.060897827148 19.6987018585205),19.6987018585205,-155.060897827148,0.04545650833365544
450,Ning's Thai Cuisine,"15-2955 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.94505 19.494080996651),19.494080996651,-154.94505,0.2320531277692742
451,Hilo Municipal Golf Course,"340 Haihai St Hilo, HI 96720",POINT (-155.074466 19.67669),19.67669,-155.074466,0.06767794972191174
452,Waioli Lounge,"71 Banyan Dr Hilo, HI 96720",POINT (-155.066871643066 19.7280488328395),19.7280488328395,-155.066871643066,0.050573579804863454
453,Floral Mart Hawaii,"738 Kinoole St Hilo, HI 96720",POINT (-155.0842695 19.7171591),19.7171591,-155.0842695,0.06612908581089003
454,Napoleon's Bakery Hilo,"111 E Puainako St. Zippy's Hilo Hilo, HI 96720",POINT (-155.0634102 19.6971899),19.6971899,-155.0634102,0.048338406100190794
455,Kula Shave Ice,"330 Kamehameha Ave Hilo, HI 96720",POINT (-155.08504 19.72358),19.72358,-155.08504,0.06747869306354232
456,Ling's Chop Suey House,"2100 Kanoelehua Ave Hilo, HI 96720",POINT (-155.067106 19.691656),19.691656,-155.067106,0.05389286398422883
457,Sunlight Cafe,"1263 Kilauea Ave Ste 280B Hilo, HI 96720",POINT (-155.07600402832 19.710168838501),19.710168838501,-155.07600402832,0.057949481699361295
458,Pizza Ala Slice,"111 E Puainako St Hilo, HI 96720",POINT (-155.064099 19.696983),19.696983,-155.064099,0.049055870919528594
459,The Hot Dog Guy,"380 Kanoelehua Ave Hilo, HI 96720",POINT (-155.06502 19.71732),19.71732,-155.06502,0.04691500378280074
460,Cheng's Chop Suey House,"138 Hualalai St Hilo, HI 96720",POINT (-155.08275167 19.71724667),19.71724667,-155.08275167,0.06461663717564885
461,Big Island Birria Boss,"380 Kanoelehua Rd Hilo, HI 96720",POINT (-155.06502 19.71732),19.71732,-155.06502,0.04691500378280074
462,Surf Break Cafe,"28-1692 Old Mamalahoa Hwy Honomu, HI 96728",POINT (-155.11409593818942 19.870379109163935),19.870379109163935,-155.11409593818942,0.18318185693518108
463,Onomea Country Market & Cafe,"28-1099 Old Mamalahoa Hwy Pepeekeo, HI 96783",POINT (-155.0971922 19.83072044528586),19.83072044528586,-155.0971922,0.14068623004787756
464,Baskin-Robbins,"2100 Kanoelehua Ave Ste D2 Hilo, HI 96720",POINT (-155.066279 19.690083),19.690083,-155.066279,0.05383267874059761
465,Bite The Eye,"15-2059 Keaau Pahoa Rd Pahoa, HI 96778",POINT (-154.97362078417123 19.542447687269433),19.542447687269433,-154.97362078417123,0.17754295780354543
466,Mr Cow,"315 Makaala St Hilo, HI 96720",POINT (-155.0636 19.70124),19.70124,-155.0636,0.047239687265761464
467,Little Caesars Pizza,"125 Kekuanaoa St Ste 201 Hilo, HI 96720",POINT (-155.076371600846 19.7116903442747),19.7116903442747,-155.076371600846,0.058228061532899646
468,Fairway Grill,"340 Haihai St Hilo, HI 96720",POINT (-155.07684572036214 19.674220981513404),19.674220981513404,-155.07684572036214,0.071032241415131
469,Starbucks,"111 E Puainako St Hilo, HI 96720",POINT (-155.06164099 19.69871437),19.69871437,-155.06164099,0.04615101201011021
470,Coco Cantina - Hilo,"194 Kilauea Ave Ste 105 Hilo, HI 96778",POINT (-155.0856272 19.7215621),19.7215621,-155.0856272,0.06781476328531003
471,Hilo Yacht Club,"77 Laehala St Hilo, HI 96720",POINT (-155.03362345317 19.736476832529),19.736476832529,-155.03362345317,0.02700975771945138
472,Hale Inu Sports Bar,"399 Hualani St Hilo, HI 96720",POINT (-155.0739652819722 19.71454632947158),19.71454632947158,-155.0739652819722,0.05576366504610463
473,McDonald's,"2100 Kanoelehua Ave Hilo, HI 96720",POINT (-155.0663614 19.6912097),19.6912097,-155.0663614,0.053409557809681124
474,Kurtistown Cafe,"17-353 Volcano Rd Kurtistown, HI 96760",POINT (-155.057269 19.592985),19.592985,-155.057269,0.1274523555284508
475,Wailuku River State Park,"2-198 Rainbow Dr Hilo, HI 96720",POINT (-155.110627 19.717954),19.717954,-155.110627,0.09249696064682246
476,Luquin’s Mexican Restaurant,"15-1448 Kahakai Blvd Pāhoa, HI 96778",POINT (-154.95423068132354 19.50447831040302),19.50447831040302,-154.95423068132354,0.21935918095205192
477,Sunlight Express,"111 E Puainako St Hilo, HI 96720",POINT (-155.063247547861 19.6975398977595),19.6975398977595,-155.063247547861,0.04806314068144567
478,Nicoco,"15-2929 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.950767484656 19.4973010278322),19.4973010278322,-154.950767484656,0.22723771890195507
479,Shaka Tea,"116 Keawe St Hilo, HI 96720",POINT (-155.0878357 19.72541),19.72541,-155.0878357,0.0705139165927015
480,Margarita Village,"11 Silva St Hilo, HI 96720",POINT (-155.054061889648 19.7272605895996),19.7272605895996,-155.054061889648,0.03812923360172168
481,Hilo Sharks Coffee,"28-1672 Old Mamalahoa Hwy Ste 28 Honomu, HI 96728",POINT (-155.11332783848 19.8694222682398),19.8694222682398,-155.11332783848,0.18196457037301839
482,Big Island Fusion,"380 Kanoelehua Ave Hilo, HI 96720",POINT (-155.064796475353 19.7170240190292),19.7170240190292,-155.064796475353,0.04667374948075449
483,Taco Aina,"Keaau, HI 96749",POINT (-155.036376953125 19.620281219482422),19.620281219482422,-155.036376953125,0.09576160324571041
484,The Coffee Bean & Tea Leaf,"16-586 Old Volcano Rd Ste P206 Keaau, HI 96749",POINT (-155.03971583818293 19.622392019566792),19.622392019566792,-155.03971583818293,0.09439457654513375
485,KFC,"111 E Puainako Rd Hilo, HI 96720",POINT (-155.061619107581 19.6989895023496),19.6989895023496,-155.061619107581,0.04603817450493992
486,Panchos Tacos,"15-2942 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.9454773 19.4937404),19.4937404,-154.9454773,0.23224222298913058
487,Wailoa River State Recreation Area,"Piilani St Hilo, HI 96720",POINT (-155.06849 19.71642),19.71642,-155.06849,0.05033241967009289
488,Jack in the Box,"50 E Puainako St Hilo, HI 96720",POINT (-155.066442489624 19.6925742934388),19.6925742934388,-155.066442489624,0.05290780661080469
489,Peggy's Lounge,"760 Piilani St Hilo, HI 96720",POINT (-155.0673769 19.7162082),19.7162082,-155.0673769,0.0492116698362864
490,New China Restaurant,"510 Kilauea Ave Hilo, HI 96720",POINT (-155.081802368164 19.7188549041748),19.7188549041748,-155.081802368164,0.0637629512365334
491,Nani Mau Garden & Restaurant,"421 Makalika St Hilo, HI 96720",POINT (-155.055211 19.67136),19.67136,-155.055211,0.05668946075196646
492,Frankie's Pizza,"18 1314 Hwy 11 Mountain View, HI 96771",POINT (-155.10686673224 19.5514279314318),19.5514279314318,-155.10686673224,0.1854439641124578
493,Ha'ena Beach - aka Shipman Beach,"Kaloli Dr Keaau, HI 96749",POINT (-154.9829220912098 19.64341610784341),19.64341610784341,-154.9829220912098,0.0791803831352594
494,Big Island Mexican Foods,"16-203 Wiliama Pl Keaau, HI 96749",POINT (-155.04428467515 19.6377314688564),19.6377314688564,-155.04428467515,0.08089121293007677
495,Coco Cantina,"15-2714 Pahoa Village Rd Ste I-3 Pāhoa, HI 96778",POINT (-154.9555071435256 19.50244608797325),19.50244608797325,-154.9555071435256,0.22093825655752947
496,Kamehameha The Great Statue,"774 Kamehameha Ave Hilo, HI 96720",POINT (-155.0783263 19.7218048),19.7218048,-155.0783263,0.06059043649902306
497,Lemongrass Express Hilo,"315 Makaala St Hilo, HI 96720",POINT (-155.06315528970666 19.70170440237363),19.70170440237363,-155.06315528970666,0.0466850232262438
498,A&J’s Kitchen,"15-2874 Pahoa Rd Pahoa, HI 96778",POINT (-154.948386658838 19.4947564006393),19.4947564006393,-154.948386658838,0.23037925113200391
499,Sushi Hawaii Rolls & Bowls,"15-2714 Pahoa Village Rd Ste D3 Pahoa, HI 96778",POINT (-154.956325 19.502543274708785),19.502543274708785,-154.956325,0.22061428168831201
500,Hawaii Plantation Museum,"27-246 Old Mamalahoa Hwy Papaikou, HI 96781",POINT (-155.09320834425 19.783476189293),19.783476189293,-155.09320834425,0.10203410082726755
501,EpicLava,"11-2083 Jungle King Rd Mountain View, HI 96771",POINT (-155.048602914497 19.5357609301519),19.5357609301519,-155.048602914497,0.18111107832100387
502,Affordable Catering & Okazuya,"811 Laukapu St Ste 1 Hilo, HI 96720",POINT (-155.06677 19.70673),19.70673,-155.06677,0.049154608124098484
503,Pizza Hut,"326 Kilauea Ave Hilo, HI 96720",POINT (-155.084008500007 19.7207197833684),19.7207197833684,-155.084008500007,0.06611852865737883
504,Kilauea Coffee,"195 Kilauea Ave Hilo, HI 96720",POINT (-155.0851752 19.72203),19.72203,-155.0851752,0.06741740755980738
505,Rainbow Falls Connection,"47 Rainbow Dr Hilo, HI 96720",POINT (-155.10942137213115 19.719298818374956),19.719298818374956,-155.10942137213115,0.09135596114424215
506,Onomea Bay,"Papaikou, HI 96781",POINT (-155.0937117664551 19.80932589795322),19.80932589795322,-155.0937117664551,0.12137210795293028
507,Circ Du Latte,"301 Keawe St Hilo, HI 96720",POINT (-155.0861603 19.7233504),19.7233504,-155.0861603,0.06855784685082299
508,Pizza Hut,"16-586 Old Volcano Rd Ste 1 Keaau, HI 96749",POINT (-155.04074117055202 19.621920381614935),19.621920381614935,-155.04074117055202,0.0950916606794801
509,Paradise Coffee Roasters,"250 Keawe St Hilo, HI 96720",POINT (-155.08686 19.72374),19.72374,-155.08686,0.06930346785097528
510,Duck Fat Food Truck,"Hilo, HI 96720",POINT (-155.2227874111058 19.673052809354292),19.673052809354292,-155.2227874111058,0.20870229543898097
511,Anuenue's Kitchen,"Hilo, HI 96720",POINT (-155.08107433746 19.7002107640964),19.7002107640964,-155.08107433746,0.06443200189815551
512,Aunty Yong's Place,"688 Kinoole St Hilo, HI 96720",POINT (-155.08483 19.71745),19.71745,-155.08483,0.06670216162229464
513,Lincoln Park,"405 Kinoole St Hilo, HI 96720",POINT (-155.086395412648 19.721301346410772),19.721301346410772,-155.086395412648,0.06855149720576804
514,Kaleo's Bar and Grill,"16-110 Orchid Land Dr Keaau, HI 96749",POINT (-154.99301 19.56023),19.56023,-154.99301,0.15611827000273923
515,Hawaii BBQ Deli,"111 E Puainako St Unit 570 Hilo, HI 96720",POINT (-155.06336 19.697428),19.697428,-155.06336,0.04820760219018841
516,Bananarama Bakery,"15-2929 Pahoa Village Rd Pāhoa, HI 96778",POINT (-154.9457505 19.4940349),19.4940349,-154.9457505,0.2318770443514465
517,Honoli'i Beach Park,"180 Kahoa St Hilo, HI 96720",POINT (-155.0910392 19.7551816),19.7551816,-155.0910392,0.08352457070142719
518,Subway,"194 Kilauea Ave Unit 104 Hilo, HI 96720",POINT (-155.0855018782 19.7216580059159),19.7216580059159,-155.0855018782,0.06770051612696586
519,Boogie Woogie Pizza,"15-2937 Pahoa Village Rd Pahoa, HI 96778",POINT (-154.945601427 19.4939888827912),19.4939888827912,-154.945601427,0.231967371386891
520,Manas Aloha Farm,"Aloaka Falls Rd Pepeekeo, HI 96783",POINT (-155.145892711642 19.8491816458642),19.8491816458642,-155.145892711642,0.1857345434205632
