,Name,Address,Coordinates,Lat,Long,fast_food,user_ratings_total,bakery,cafe,meal_delivery,meal_takeaway,restaurant,food,hours_open,weight
25,Starbucks,"2808 61st Street, Galveston",POINT (-94.8279127 29.2708403),29.2708403,-94.8279127,1,0.07070460373672,0,1,1,1,1,1,0.3601190476190476,16.790942698974817
26,Fish Tales,"2502 Seawall Boulevard, Galveston",POINT (-94.79085909999999 29.2882774),29.2882774,-94.79085909999999,0,0.33215288802051535,0,1,1,1,1,1,0.42857142857142855,12.189295745163374
27,Galveston's 61st Street Fishing Pier,"6101 Seawall Boulevard, Galveston",POINT (-94.8252081 29.2649235),29.2649235,-94.8252081,0,0.0721699841250458,0,1,1,1,1,1,0.3601190476190476,11.79240807936314
28,IHOP,"5224 Seawall Boulevard, Galveston",POINT (-94.8192996 29.2711176),29.2711176,-94.8192996,1,0.2055806569788741,0,1,1,1,1,1,0.3601190476190476,16.92581875221697
29,Saltgrass Steak House,"1502 Seawall Boulevard, Galveston",POINT (-94.7808646 29.296032),29.296032,-94.7808646,0,0.22688973012577848,0,1,1,1,1,1,0.3601190476190476,11.947127825363873
30,Tortuga Mexican Kitchen,"4910 Seawall Boulevard, Galveston",POINT (-94.81558590000002 29.2736117),29.2736117,-94.81558590000002,0,0.0,0,1,1,1,0,0,0.3601190476190476,7.220238095238095
31,Starbucks,"102 Kempner Street, Galveston",POINT (-94.793302 29.308265),29.308265,-94.793302,1,0.07082671876908048,0,1,1,1,1,1,0.3601190476190476,16.791064814007175
32,Russo's New York Pizzeria & Italian Kitchen - Galveston,"500 Seawall Boulevard #300, Galveston",POINT (-94.7717454 29.3070053),29.3070053,-94.7717454,0,0.07717670045182562,0,1,1,1,1,1,0.37797619047619047,11.833129081404207
33,Subway,"Om, 2521 Broadway Avenue J, Galveston",POINT (-94.7948808 29.2988534),29.2988534,-94.7948808,1,0.01160092807424594,0,1,1,1,1,1,0.3601190476190476,16.73183902331234
34,Subway,"2302-A 61st Street, Galveston",POINT (-94.8310272 29.2764403),29.2764403,-94.8310272,1,0.01813408230553181,0,1,1,1,1,1,0.3601190476190476,16.738372177543628
35,Subway,"500 Seawall Boulevard Suite 400, Galveston",POINT (-94.7718834 29.3063837),29.3063837,-94.7718834,1,0.0,0,1,1,1,0,0,0.3601190476190476,12.220238095238095
36,Shykatz,"1528 Avenue L, Galveston",POINT (-94.78322530000001 29.3005619),29.3005619,-94.78322530000001,0,0.055134937110758335,1,1,1,1,1,1,0.3601190476190476,14.775373032348853
37,Taco Bell,"5701 Broadway Avenue J, Galveston",POINT (-94.8312941 29.289309),29.289309,-94.8312941,1,0.12999145194773476,0,1,1,1,1,1,0.3601190476190476,16.85022954718583
38,Mario's Ristorante,"2202 61st Street, Galveston",POINT (-94.83105309999999 29.27739529999999),29.27739529999999,-94.83105309999999,0,0.08377091219929174,0,1,1,1,1,1,0.3601190476190476,11.804009007437386
39,Leo's Cajun Corner,"3201 Broadway Avenue J, Galveston",POINT (-94.80271850000001 29.2968963),29.2968963,-94.80271850000001,0,0.04988399071925754,0,1,1,1,1,1,0.3601190476190476,11.770122085957352
40,Miller's Seawall Grill,"1824 Seawall Boulevard, Galveston",POINT (-94.7844559 29.293238),29.293238,-94.7844559,0,0.0,0,1,1,1,0,0,0.3601190476190476,7.220238095238095
41,Nopalera,"5001 Broadway Avenue J, Galveston",POINT (-94.8230533 29.29166979999999),29.29166979999999,-94.8230533,0,0.03248259860788863,0,1,1,1,1,1,0.2857142857142857,11.60391117003646
42,La Michoacana Meat Market,"3301 Broadway Avenue J, Galveston",POINT (-94.8035795 29.2965863),29.2965863,-94.8035795,0,0.017218219562828187,1,1,1,1,1,1,0.3601190476190476,14.737456314800923
43,Subway,"5902 A Broadway, Galveston",POINT (-94.7718443 29.3064258),29.3064258,-94.7718443,1,0.009463915007937477,0,1,1,1,1,1,0.3601190476190476,16.729702010246033
44,Sonny's Place,"1206 19th Street, Galveston",POINT (-94.7865791 29.2992722),29.2992722,-94.7865791,0,0.030467700573940652,0,1,1,1,1,1,0.0,11.03046770057394
45,Brick House Tavern + Tap,"3502A Seawall Boulevard, Galveston",POINT (-94.8011578 29.2817539),29.2817539,-94.8011578,0,0.18445475638051045,0,1,1,1,1,1,0.3630952380952381,11.910645232570987
46,Mario's Pizza,"13708 Termini-San Luis Pass Road, Galveston",POINT (-94.937844 29.2084),29.2084,-94.937844,0,0.03803883258029064,0,1,1,1,1,1,0.3601190476190476,11.758276927818386
47,Shearn's Seafood and Prime Steaks,"7 Hope Boulevard, Galveston",POINT (-94.850647 29.273078),29.273078,-94.850647,0,0.008303822200512883,0,1,1,1,1,1,0.3601190476190476,11.728541917438609
48,McDonald's,"2912 61st Street, Galveston",POINT (-94.8264011 29.26748),29.26748,-94.8264011,1,0.14678226889730125,0,1,1,1,1,1,0.75,17.6467822688973
49,Circle K,"1927 61st Street, Galveston",POINT (-94.8332434 29.279037),29.279037,-94.8332434,1,0.0018317254854072536,0,1,1,1,1,1,0.3601190476190476,16.7220698207235
50,The Proletariat Gallery & Public House,"2221 Market Street #100, Galveston",POINT (-94.7935713 29.3053353),29.3053353,-94.7935713,0,0.020454267920381,0,1,1,1,0,1,0.3601190476190476,10.240692363158477
51,Starbucks,"The University of Texas Medical Branch at, 301 University Boulevard, Galveston",POINT (-94.7770571 29.3108034),29.3108034,-94.7770571,1,0.000854805226523385,0,1,1,1,0,1,0.20337301587301584,14.907600836972556
52,Gypsy Joynt,"6105 Stewart Road, Galveston",POINT (-94.8315993 29.2740718),29.2740718,-94.8315993,0,0.10514104286237635,1,1,1,1,1,1,0.46428571428571425,15.033712471433805
53,MOD Coffeehouse,"2126 Postoffice St, Galveston",POINT (-94.7921056 29.305025),29.305025,-94.7921056,0,0.10831603370374893,0,1,1,1,0,1,0.3601190476190476,10.328554128941844
54,McDonald's,"517 Seawall Boulevard, Galveston",POINT (-94.7715399 29.30509),29.30509,-94.7715399,1,0.17010624007815361,0,1,1,1,1,1,0.3601190476190476,16.89034433531625
55,Starbucks,"2931 Central City Boulevard, Galveston",POINT (-94.8300421 29.2695972),29.2695972,-94.8300421,1,0.0029307607766516056,0,1,1,1,0,1,0.3601190476190476,15.223168856014746
56,Shipley Do-Nuts (Galveston),"5401 Broadway Avenue J, Galveston",POINT (-94.8276061 29.2903048),29.2903048,-94.8276061,0,0.05147148613994383,1,1,1,1,1,1,0.3601190476190476,14.771709581378039
57,Starbucks,"5730 Seawall Boulevard, Galveston",POINT (-94.824136 29.269011),29.269011,-94.824136,1,0.012822078397850776,0,1,1,1,0,1,0.3601190476190476,15.233060173635945
58,Dawn Donuts Stewart Rd,"6304 Stewart Road, Galveston",POINT (-94.8334139 29.2748506),29.2748506,-94.8334139,0,0.01776773720845036,1,1,1,1,0,1,0.33928571428571425,13.196339165779879
59,Seawall Coffee Company,"3802 Cove View Boulevard Suite R, Galveston",POINT (-94.867899 29.244604),29.244604,-94.867899,0,0.007937477103431432,0,1,1,1,0,1,0.3601190476190476,10.228175572341527
60,Sugar Bean,"11 Evia Main, Galveston",POINT (-94.8704183 29.2610286),29.2610286,-94.8704183,0,0.028208572475271705,0,1,1,1,0,1,0.3601190476190476,10.248446667713367
61,Starbucks,"Moody Avenue, Galveston",POINT (-94.8508679 29.2727673),29.2727673,-94.8508679,1,0.0001221150323604836,0,1,1,1,0,1,0.3601190476190476,15.220360210270456
62,Horizon Espresso,"6101 Seawall Boulevard Suite 3, Galveston",POINT (-94.8252111 29.2649278),29.2649278,-94.8252111,0,0.0007326901941629015,0,1,1,1,0,1,0.3601190476190476,10.220970785432257
63,"Island Spot hookah Bar , Food & smoke shop (Halal)","1017 61st Street, Galveston",POINT (-94.83770000000001 29.28729819999999),29.28729819999999,-94.83770000000001,0,0.005739406520942728,0,1,1,1,1,1,0.3601190476190476,11.725977501759038
64,Teaside Tapioca,"4702 Seawall Boulevard, Galveston",POINT (-94.8131678 29.2744676),29.2744676,-94.8131678,0,0.011784100622786665,0,1,1,1,0,1,0.28273809523809523,10.077260291098977
65,McDonald's,"5223 Broadway Avenue J, Galveston",POINT (-94.8257895 29.2909177),29.2909177,-94.8257895,1,0.17114421785321773,0,1,1,1,1,1,0.3601190476190476,16.891382313091313
66,CBD American Shaman Galveston,"4619 Fort Crockett Boulevard suite b, Galveston",POINT (-94.8134661 29.276113),29.276113,-94.8134661,0,0.001160092807424594,0,1,1,1,0,1,0.27976190476190477,10.060683902331235
67,Willow Coffee,"820 51st Street, Galveston",POINT (-94.8240208 29.2931488),29.2931488,-94.8240208,0,0.000854805226523385,0,1,1,1,0,1,0.3601190476190476,10.221092900464619
68,Balance Bean Coffee and Business Bar,"3225 Avenue L, Galveston",POINT (-94.8025656 29.29511029999999),29.29511029999999,-94.8025656,0,0.0,0,1,1,1,0,0,0.3601190476190476,7.220238095238095
69,Red Light Coffee Roasters,"2728 Market Street, Galveston",POINT (-94.7995497 29.3040468),29.3040468,-94.7995497,0,0.01801196727317133,0,1,1,1,0,1,0.3601190476190476,10.238250062511266
70,Freckleberry Teahouse,"2724 Market Street, Galveston",POINT (-94.79937 29.3041968),29.3041968,-94.79937,0,0.003968738551715717,0,1,1,1,0,1,0.3601190476190476,10.224206833789811
71,Toujouse,"2300 Ship Mechanic Row Street, Galveston",POINT (-94.79483119999999 29.3062632),29.3062632,-94.79483119999999,0,0.00024423006472096715,0,1,1,1,0,1,0.3601190476190476,10.220482325302816
72,Hey Mikey's Ice Cream,"2120 Postoffice St, Galveston",POINT (-94.79194 29.3051204),29.3051204,-94.79194,0,0.04915130052509464,0,1,1,1,1,1,0.1488095238095238,11.346770348144142
73,Go Nuts and Beans,"102 20th Street ste c, Galveston",POINT (-94.79104029999999 29.3087399),29.3087399,-94.79104029999999,0,0.0004884601294419343,0,1,1,1,0,1,0.3601190476190476,10.220726555367538
74,Power Meater 500,"1904 Wharf Road, Galveston",POINT (-94.78996389999999 29.31049789999999),29.31049789999999,-94.78996389999999,0,0.0,0,1,1,1,0,1,0.3601190476190476,10.220238095238095
75,PJ’s coffee,"712 Texas Avenue, Galveston",POINT (-94.77805839999999 29.3114867),29.3114867,-94.77805839999999,0,0.0,0,1,1,1,0,1,0.3601190476190476,10.220238095238095
76,Moody Gardens,"1 Hope Boulevard, Galveston",POINT (-94.8525073 29.272762),29.272762,-94.8525073,0,0.9354011478813041,0,1,1,1,0,0,0.3601190476190476,8.1556392431194
77,Galveston Island Historic Pleasure Pier,"2501 Seawall Boulevard, Galveston",POINT (-94.7902046 29.28752919999999),29.28752919999999,-94.7902046,0,0.9999999999999999,0,1,1,1,0,0,0.1369047619047619,7.773809523809524
78,Palm Beach At Moody Gardens,"8928, 1 Hope Boulevard, Galveston",POINT (-94.850972 29.275732),29.275732,-94.850972,0,0.058309927952130906,0,1,1,1,0,0,0.3601190476190476,7.2785480231902255
79,Schlitterbahn Waterpark Galveston,"2109 Gene Lucas Blvd, Galveston",POINT (-94.85173689999999 29.2703671),29.2703671,-94.85173689999999,0,0.30205153254365613,0,1,1,1,0,0,0.3601190476190476,7.522289627781751
80,Rainforest Pyramid,"1 Hope Boulevard, Galveston",POINT (-94.852722 29.27549299999999),29.27549299999999,-94.852722,0,0.16137501526437906,0,1,1,1,0,0,0.3601190476190476,7.3816131105024745
81,Walmart Supercenter,"6702 Seawall Boulevard, Galveston",POINT (-94.8329455 29.2651472),29.2651472,-94.8329455,0,0.5153864940774209,1,1,1,1,0,1,0.3601190476190476,13.735624589315517
82,Orange Leaf Frozen Yogurt,"6606 Seawall Boulevard, Galveston",POINT (-94.8319863 29.2638014),29.2638014,-94.8319863,0,0.015874954206862867,1,1,1,1,0,1,0.3601190476190476,13.236113049444958
83,Cinnabon,"2705 61st Street Suite H, Galveston",POINT (-94.8297408 29.2719138),29.2719138,-94.8297408,1,0.0004274026132616925,1,1,1,1,0,1,0.5,18.500427402613262
84,Kroger Bakery,Galveston,POINT (-94.8237856 29.2690175),29.2690175,-94.8237856,0,0.0010379777750641104,1,1,1,1,0,1,0.7083333333333333,13.91770464444173
85,Chef Mary Bass,"1508 39th Street, Galveston",POINT (-94.808531 29.29061189999999),29.29061189999999,-94.808531,0,0.00274758822811088,1,1,1,1,1,1,0.3601190476190476,14.722985683466206
86,Cinnabon,"500 Seawall Boulevard, Galveston",POINT (-94.7718225 29.30644910000001),29.30644910000001,-94.7718225,1,0.0001221150323604836,1,1,1,1,0,1,0.3601190476190476,18.220360210270456
87,Texas Star Bakery,"5425 Broadway Avenue J, Galveston",POINT (-94.82835329999999 29.2903218),29.2903218,-94.82835329999999,0,0.006594211747466113,1,1,1,1,0,1,0.3601190476190476,13.22683230698556
88,Donut Palace,"2117 Broadway Avenue J, Galveston",POINT (-94.7903171 29.3002844),29.3002844,-94.7903171,0,0.02930760776651606,1,1,1,1,1,1,0.45238095238095233,14.93406951252842
89,PattyCakes Bakery,"704 14th Street, Galveston",POINT (-94.78242000000002 29.3054245),29.3054245,-94.78242000000002,0,0.018988887532055198,1,1,1,1,0,1,0.35416666666666663,13.22732222086539
90,Ben & Jerry’s,"4408 Seawall Boulevard, Galveston",POINT (-94.8098002 29.276318),29.276318,-94.8098002,0,0.0772988154841861,1,1,1,1,1,1,0.3601190476190476,14.79753691072228
91,Tasty Galvy Treats,"6224 Central City Boulevard, Galveston",POINT (-94.8407933 29.2613148),29.2613148,-94.8407933,0,0.00024423006472096715,1,1,1,1,0,1,0.3601190476190476,13.220482325302816
92,Royal Creations By Meca,"2110 Ann Marie Lane, Galveston",POINT (-94.843651 29.2731481),29.2731481,-94.843651,0,0.00018317254854072538,1,1,1,1,0,1,0.3601190476190476,13.220421267786636
93,Home Cut Donuts,"6807 Stewart Road, Galveston",POINT (-94.83804599999999 29.2716408),29.2716408,-94.83804599999999,0,0.02692636463548663,1,1,1,1,0,1,0.3601190476190476,13.24716445987358
94,Walmart Bakery,"6702 Seawall Boulevard, Galveston",POINT (-94.8329455 29.2651472),29.2651472,-94.8329455,0,0.0,1,1,1,1,0,1,0.3601190476190476,13.220238095238095
95,Lovejewel Treasure Treats,"6341 Stewart Road #120, Galveston",POINT (-94.8347187 29.273798),29.273798,-94.8347187,0,0.0007937477103431433,1,1,1,1,0,1,0.3601190476190476,13.221031842948438
96,"Incredible Cakes Bakery, LLC","4528 Avenue S Up, Galveston",POINT (-94.8137617 29.2802637),29.2802637,-94.8137617,0,0.00036634509708145075,1,1,1,1,0,1,0.3601190476190476,13.220604440335176
97,Bakery and Grocery Emmanuel,"2216 45th Street, Galveston",POINT (-94.8133411 29.2824311),29.2824311,-94.8133411,0,0.0006105751618024178,1,1,1,1,0,1,0.3601190476190476,13.220848670399898
98,Good Dough,"1508 39th Street, Galveston",POINT (-94.808531 29.29061189999999),29.29061189999999,-94.808531,0,0.0038466235193552324,1,1,1,1,0,1,0.3601190476190476,13.22408471875745
99,Navarro Bakery,"3801 Broadway Avenue J, Galveston",POINT (-94.8093306 29.2951814),29.2951814,-94.8093306,0,0.00958603004029796,1,1,1,1,0,1,0.3601190476190476,13.229824125278393
100,Kelin,"3428 Avenue H, Galveston",POINT (-94.8062745 29.2984813),29.2984813,-94.8062745,0,0.0,1,1,1,1,0,1,0.3601190476190476,13.220238095238095
101,Bakery and Grocery Emmanuel,"2216 Avenue R, Galveston",POINT (-94.7939281 29.2871565),29.2871565,-94.7939281,0,0.0,1,1,1,1,0,1,0.3601190476190476,13.220238095238095
102,Snow Flake Donuts,"3011 Broadway Avenue J, Galveston",POINT (-94.8004139 29.2974861),29.2974861,-94.8004139,0,0.0072047869092685315,1,1,1,1,0,1,0.3333333333333333,13.173871453575934
103,Galveston Bagel Company,"1110 23rd Street, Galveston",POINT (-94.7913851 29.2989118),29.2989118,-94.7913851,0,0.005983636585663695,1,1,1,1,1,1,0.3601190476190476,14.72622173182376
104,Dawn Donuts Galveston,"706 Holiday Drive, Galveston",POINT (-94.7708081 29.3083743),29.3083743,-94.7708081,0,0.006533154231285872,1,1,1,1,0,1,0.3601190476190476,13.226771249469381
105,"The San Luis Resort, Spa and Conference Center","5222 Seawall Boulevard, Galveston",POINT (-94.8182391 29.2725405),29.2725405,-94.8182391,0,0.5360239345463427,0,1,1,1,0,0,0.3601190476190476,7.756262029784438
106,Old Quarter Acoustic Cafe,"413 20th Street, Galveston",POINT (-94.79031529999999 29.3057816),29.3057816,-94.79031529999999,0,0.003113933325192331,0,1,1,1,0,0,0.3601190476190476,7.223352028563287
107,The Cove,"5222 Seawall Boulevard, Galveston",POINT (-94.8183102 29.2725491),29.2725491,-94.8183102,0,0.0026254731957503965,0,1,1,1,0,0,0.3601190476190476,7.222863568433845
108,Tin Cup's Caddy Shack,"9020 Stewart Road, Galveston",POINT (-94.85563169999999 29.2539288),29.2539288,-94.85563169999999,0,0.011784100622786665,0,1,1,1,0,1,0.3601190476190476,10.232022195860882
109,Galveston Island Brewing,"8423 Stewart Road, Galveston",POINT (-94.8491631 29.2556348),29.2556348,-94.8491631,0,0.03303211625351081,0,1,1,1,0,1,0.2857142857142857,10.104460687682081
110,Hooters,"6028 Heards Lane, Galveston",POINT (-94.8324592 29.2797189),29.2797189,-94.8324592,0,0.07760410306508732,0,1,1,1,1,1,0.3601190476190476,11.797842198303183
111,B. Jiggers Lounge,"5002 Seawall Boulevard, Galveston",POINT (-94.81666829999999 29.27250129999999),29.27250129999999,-94.81666829999999,0,0.012822078397850776,0,1,1,1,0,0,0.3601190476190476,7.233060173635946
112,Woody's,"2926 Seawall Boulevard, Galveston",POINT (-94.79550499999999 29.2852691),29.2852691,-94.79550499999999,0,0.01263890584931005,0,1,1,1,0,0,0.5833333333333333,7.679305572515977
113,Gizmo Bar,"2102 26th Street, Galveston",POINT (-94.79200399999999 29.289397),29.289397,-94.79200399999999,0,0.013188423494932225,0,1,1,1,0,0,0.3601190476190476,7.233426518733028
114,Daiquiri Time Out,"2701 Market Street, Galveston",POINT (-94.7986237 29.3040013),29.3040013,-94.7986237,0,0.027842227378190258,0,1,1,1,0,0,0.3601190476190476,7.2480803226162855
115,Carlos Cabeza Cigar Shop,"318 27th Street, Galveston",POINT (-94.7984292 29.3044979),29.3044979,-94.7984292,0,0.018317254854072536,0,1,1,1,0,0,0.29166666666666663,7.101650588187406
116,23rd Street Station Piano Bar,"1706 23rd Street, Galveston",POINT (-94.7894671 29.29370280000001),29.29370280000001,-94.7894671,0,0.014348516302356819,0,1,1,1,0,0,0.3601190476190476,7.234586611540452
117,Galvez Bar & Grill,"2024 Seawall Boulevard, Galveston",POINT (-94.7863059 29.2928214),29.2928214,-94.7863059,0,0.030284528025399927,0,1,1,1,1,1,0.3601190476190476,11.750522623263494
118,Sound Bar,"2411 Mechanic Street, Galveston",POINT (-94.7955784 29.3056645),29.3056645,-94.7955784,0,0.027536939797289047,0,1,1,1,0,0,0.3601190476190476,7.247775035035383
119,Albatross,"815 21st Street, Galveston",POINT (-94.79035309999999 29.3019922),29.3019922,-94.79035309999999,0,0.009952375137379411,0,1,1,1,0,0,0.3601190476190476,7.230190470375474
120,Stuttgarden Tavern,"111 23rd Street, Galveston",POINT (-94.7947919 29.3077483),29.3077483,-94.7947919,0,0.1306020271095372,0,1,1,1,1,1,0.5654761904761905,12.261554408061919
121,Murphy's Pub,"213-215 22nd Street, Galveston",POINT (-94.7932415 29.3067907),29.3067907,-94.7932415,0,0.04432775674685554,0,1,1,1,0,0,0.6011904761904762,7.746708709127808
122,Hubcap Grill,"2021 The Strand #3, Galveston",POINT (-94.791623 29.3076238),29.3076238,-94.791623,0,0.07461228477225547,0,1,1,1,1,1,0.3601190476190476,11.79485038001035
123,Drunken Monkeyz,"202 20th Street, Galveston",POINT (-94.790723 29.30795939999999),29.30795939999999,-94.790723,0,0.019660520210037856,0,1,1,1,0,0,0.3601190476190476,7.239898615448133
124,Peanut Butter Warehouse,"100 20th Street, Galveston",POINT (-94.7908921 29.3087443),29.3087443,-94.7908921,0,0.006288924166564905,0,1,1,1,0,0,0.3601190476190476,7.22652701940466
125,Huli Huli Hut,"312 19th Street, Galveston",POINT (-94.78923549999999 29.3071699),29.3071699,-94.78923549999999,0,0.10343143240932959,0,1,1,1,1,1,0.3601190476190476,11.823669527647425
126,Gloria's Lounge,"4126 Avenue S, Galveston",POINT (-94.80905299999999 29.2814789),29.2814789,-94.80905299999999,0,0.006655269263646355,0,1,1,1,0,0,0.3601190476190476,7.226893364501741
127,Woody's Bar,"11149 Termini-San Luis Pass Road, Galveston",POINT (-94.8779656 29.23954989999999),29.23954989999999,-94.8779656,0,0.03584076199780193,0,1,1,1,0,0,0.3601190476190476,7.256078857235897
128,Waterman's Restaurant,"14302 Stewart Road, Galveston",POINT (-94.949303 29.20747099999999),29.20747099999999,-94.949303,0,0.05330321162535108,0,1,1,1,1,1,0.25,11.553303211625352
129,Float Pool & Patio Bar,"2828 Seawall Boulevard, Galveston",POINT (-94.7944124 29.2859177),29.2859177,-94.7944124,0,0.08688484552448407,0,1,1,1,1,1,0.3601190476190476,11.807122940762579
130,Chili's Grill & Bar,"500 Seawall Boulevard Ste 100, Galveston",POINT (-94.77216399999999 29.30602),29.30602,-94.77216399999999,0,0.10801074612284772,0,1,1,1,1,1,0.3601190476190476,11.828248841360942
131,The West End Marina and Restaurants,"21706 Burnet Drive, Galveston",POINT (-95.04703669999999 29.14499999999999),29.14499999999999,-95.04703669999999,0,0.0,0,1,1,1,0,0,0.3601190476190476,7.220238095238095
132,Brews Brothers,"2404 The Strand, Galveston",POINT (-94.7958692 29.3069004),29.3069004,-94.7958692,0,0.040359018195139824,0,1,1,1,1,1,0.3601190476190476,11.760597113433235
133,Drip,"3204 Seawall Boulevard, Galveston",POINT (-94.7981973 29.28366229999999),29.28366229999999,-94.7981973,0,6.105751618024179e-05,0,1,1,1,0,0,0.3601190476190476,7.220299152754276
134,Buckshot Saloon,"2409 Market Street, Galveston",POINT (-94.7952778 29.3047222),29.3047222,-94.7952778,0,0.005189888875320552,0,1,1,1,0,0,0.3601190476190476,7.2254279841134155
135,Robert's Lafitte,"2501 Avenue Q, Galveston",POINT (-94.7911531 29.2896039),29.2896039,-94.7911531,0,0.007021614360727806,0,1,1,1,0,0,0.6666666666666666,7.840354947694061
136,Beerfoot Beach Bar,"2816 Avenue R 1/2, Galveston",POINT (-94.7942047 29.2863254),29.2863254,-94.7942047,0,0.01092929539626328,0,1,1,1,1,1,0.3601190476190476,11.731167390634358
