,Name,Address,Coordinates,Lat,Long,fast_food,user_ratings_total,bakery,cafe,meal_delivery,meal_takeaway,restaurant,food,hours_open,weight
53,Pahoa Preschool,"101 Aupuni Street # 227, Hilo",POINT (-155.0765877 19.7174753),19.7174753,-155.0765877,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
54,Ivy School,Hilo,POINT (-155.08 19.7222222),19.7222222,-155.08,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
55,KukuAu Studio,"43 Kukuau Street, Hilo",POINT (-155.0838421 19.7200068),19.7200068,-155.0838421,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
56,Cost.U.Less,"715 Kinoole Street, Hilo",POINT (-155.0835839 19.7183317),19.7183317,-155.0835839,0,0.2608389143461403,0,1,0,1,0,1,,9.189410342917569
57,Peggy's Lounge,"760 Piilani Street, Hilo",POINT (-155.0673769 19.7162086),19.7162086,-155.0673769,0,0.037715897074374324,0,1,0,1,0,0,,7.037715897074374
58,Coquis Hideaway Restaurant,"1550 Kamehameha Avenue, Hilo",POINT (-155.0670703 19.7220898),19.7220898,-155.0670703,0,0.062389848431441665,0,1,0,1,1,1,,10.145723181764776
59,"E Komo Mai Diner, Bar & Grill.","1550 Kamehameha Avenue, Hilo",POINT (-155.0670928 19.7222366),19.7222366,-155.0670928,0,0.02996122664786746,0,1,0,1,1,1,,9.696627893314533
60,East Side Hilo Bar & Grill,"200 Kanoelehua Avenue APT 106, Hilo",POINT (-155.0645767 19.7204595),19.7204595,-155.0645767,0,0.0014099400775467032,0,1,0,1,0,0,,5.918076606744214
61,Joann's Lounge Bar,"88 Kanoelehua Avenue, Hilo",POINT (-155.0644695 19.7216182),19.7216182,-155.0644695,0,0.047232992597814584,0,1,0,1,0,0,,5.7377091830740055
62,Wai'oli Lounge & iCafé,"71 Banyan Drive d, Hilo",POINT (-155.066622 19.7281914),19.7281914,-155.066622,0,0.9999999999999994,0,1,0,1,0,0,,6.0
63,The Crown,"93 Banyan Drive, Hilo",POINT (-155.0652777 19.7290481),19.7290481,-155.0652777,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
64,Banyan Mini Mart,"71 Banyan Drive # C, Hilo",POINT (-155.0667051 19.7279537),19.7279537,-155.0667051,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
65,Manono Mini Mart,"454 Manono Street, Hilo",POINT (-155.0706143 19.7160288),19.7160288,-155.0706143,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
66,nomnom,"1801 Kamehameha Avenue, Hilo",POINT (-155.0636225 19.7228959),19.7228959,-155.0636225,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
67,Provisions Market,"126 Banyan Way, Hilo",POINT (-155.0630065 19.72341609999999),19.72341609999999,-155.0630065,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
68,76,"1801 Kamehameha Avenue, Hilo",POINT (-155.0635788 19.7227931),19.7227931,-155.0635788,0,0.012689460697920336,0,1,0,1,0,0,,6.340070413078873
69,Aloha Island Mart,"761 Kekuanaoa Street, Hilo",POINT (-155.0647119 19.7119655),19.7119655,-155.0647119,0,0.052520267888614726,0,1,0,1,0,0,,6.469186934555282
70,SCP Hilo Hotel,"126 Banyan Way, Hilo",POINT (-155.062949 19.723507),19.723507,-155.062949,0,0.27352837504406063,0,1,0,1,0,0,,7.2735283750440605
71,Hilo Hawaiian Hotel,"71 Banyan Drive, Hilo",POINT (-155.066467 19.7284039),19.7284039,-155.066467,0,0.6686640817765244,0,1,0,1,0,0,,6.621045034157477
72,Pineapple Park Accomodations,"860 Piilani Street #1, Hilo",POINT (-155.0661353 19.71611),19.71611,-155.0661353,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
73,Hilo Reeds Bay Hotel,"175 Banyan Drive, Hilo",POINT (-155.0629156 19.727729),19.727729,-155.0629156,0,0.2097285865350722,0,1,0,1,0,0,,6.459728586535072
74,Ocean front 121,"121 Banyan Drive, Hilo",POINT (-155.0638389 19.72837849999999),19.72837849999999,-155.0638389,0,0.9999999999999997,0,1,0,1,0,0,,6.9523809523809526
75,Urasenke Hilo Tea House,"Lili`uokalani Gardens, Island of USA, Banyan Drive, Hilo",POINT (-155.0678983 19.7257285),19.7257285,-155.0678983,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
76,Keiki Steps,"421 Kalanikoa Street, Hilo",POINT (-155.0653241 19.716661),19.716661,-155.0653241,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
77,Francis Wong Stadium,"Hoolulu Park, 323 Manono Street, Hilo",POINT (-155.0677808 19.7181057),19.7181057,-155.0677808,0,0.010222065562213601,0,1,0,1,0,0,,5.962603017943167
78,Walter Victor C K Baseball Complex,Hilo,POINT (-155.0687079 19.7201468),19.7201468,-155.0687079,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
79,"BJY Contracting-Residential Concrete Contractor,Roofing Installation Service Work,Construction","Hinano Street, Hilo",POINT (-155.0689442 19.7159848),19.7159848,-155.0689442,0,1.0,0,1,0,1,0,0,,6.625
80,Hilo Pagoda Hotel,"USAk, 121 Banyan Drive, Hilo",POINT (-155.0638389 19.72837849999999),19.72837849999999,-155.0638389,0,1.0,0,1,0,1,0,0,,6.9523809523809526
81,Hilo International Airport,"2450 Kekuanaoa Street, Hilo",POINT (-155.0416866 19.7188342),19.7188342,-155.0416866,0,0.27106097990835387,0,1,0,1,0,0,,7.271060979908354
82,Blue Hawaiian Helicopters,"2200 Kekuanaoa Street, Hilo",POINT (-155.0434895 19.7150176),19.7150176,-155.0434895,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
83,Margarita Village,"11 Silva Street, Hilo",POINT (-155.0540466 19.7272758),19.7272758,-155.0540466,0,0.019386676066267185,0,1,0,1,0,0,,5.769386676066267
84,Keaukaha General Store,"11 Silva Street, Hilo",POINT (-155.054004 19.727332),19.727332,-155.054004,0,0.009869580542826927,0,1,0,1,0,1,,9.02177434244759
85,PAR Hawaii Refining,"607 Kalanianaole Street, Hilo",POINT (-155.055673 19.7274492),19.7274492,-155.055673,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
86,Keaukaha Elementary School,"240 Desha Avenue, Hilo",POINT (-155.0450368 19.7284252),19.7284252,-155.0450368,0,0.9999999999999999,0,1,0,1,0,0,,6.9523809523809526
87,Youth Challenge Academy Hilo,"1046 Leilani Street, Hilo",POINT (-155.0510944 19.7130503),19.7130503,-155.0510944,0,1.0,0,1,0,1,0,0,,6.520833333333333
88,Keaukaha Special Education,"240 Desha Avenue, Hilo",POINT (-155.0450368 19.7284252),19.7284252,-155.0450368,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
89,Pacific Aquaculture & Coastal Resources Center (PACRC) University of Hawaiʻi at Hilo,"1079 Kalanianaole Street, Hilo",POINT (-155.0474352 19.7310082),19.7310082,-155.0474352,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
90,Ke Ana La'ahana Public Charter School,"160 Baker Avenue, Hilo",POINT (-155.0438794 19.7269591),19.7269591,-155.0438794,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
91,Ke'anala'ahana,Hilo,POINT (-155.0439636 19.72699),19.72699,-155.0439636,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
92,"Kamehameha Schools, Keakaha Preschool","163 Baker Avenue, Hilo",POINT (-155.0436884 19.7270559),19.7270559,-155.0436884,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
93,Ka Umeke Kaeo PCS,"222 Desha Avenue, Hilo",POINT (-155.0451804 19.7285009),19.7285009,-155.0451804,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
94,Hale O Kamalii School,Hilo,POINT (-155.0449527 19.7284292),19.7284292,-155.0449527,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
95,Arnott's Lodge and Hiking Adventures,"98 Apapane Road, Hilo",POINT (-155.0413173 19.7344686),19.7344686,-155.0413173,0,0.06591469862530842,0,1,0,1,0,0,,5.732581365291975
96,Aaron's Cottage,"54 Keokea Loop, Hilo",POINT (-155.0417358 19.7350709),19.7350709,-155.0417358,0,0.027141346492774058,0,1,0,1,0,0,,6.19380801315944
97,Hilo Beach House Inn,"23 Machida Lane, Hilo",POINT (-155.0374872 19.7366873),19.7366873,-155.0374872,0,0.004934790271413465,0,1,0,1,0,0,,5.838268123604746
98,Garden Manor by the Sea,"1896 Kalanianaole Street, Hilo",POINT (-155.0258046 19.7320486),19.7320486,-155.0258046,0,1.0,0,1,0,1,0,0,,6.916666666666667
99,Hale Lamalama Ka'ili Bed & Breakfast,"1335 Kalanianaole Street, Hilo",POINT (-155.0408436 19.7343251),19.7343251,-155.0408436,0,0.9999999999999999,0,1,0,1,0,0,,6.571428571428571
100,Ka Umeke Kaeo Pcs,"1500 Kalanianaole Street, Hilo",POINT (-155.0357084 19.7342351),19.7342351,-155.0357084,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
101,Balancing Monkey Yoga,"Onekahakaha Beach Park, 74 Onekahakaha Road, Hilo",POINT (-155.0395993 19.7381742),19.7381742,-155.0395993,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
102,Kumuola Marine Science Education Center,"1650 Kalanianaole Street, Hilo",POINT (-155.0323137 19.7337068),19.7337068,-155.0323137,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
103,At the Beach With Friends Bed and Breakfast,"369 Nene Street, Hilo",POINT (-155.0161674 19.7324578),19.7324578,-155.0161674,0,0.004934790271413465,0,1,0,1,0,0,,5.957315742652366
104,Aunty Yong's Place,"688 Kinoole Street, Hilo",POINT (-155.0846933 19.717616),19.717616,-155.0846933,0,0.00775467042650687,0,1,0,1,0,0,,5.698230860902698
105,Longs Drugs,"82 Puuhonu Place, Hilo",POINT (-155.0983288 19.7170295),19.7170295,-155.0983288,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
106,Straub Medical Center - Hilo Clinic,"75 Puuhonu Place, Hilo",POINT (-155.0965672 19.7158175),19.7158175,-155.0965672,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
107,Vein Clinics of Hawaii,"670 Ponahawai Street #220, Hilo",POINT (-155.0966937 19.7143923),19.7143923,-155.0966937,0,0.9999999999999994,0,1,0,1,0,0,,6.505952380952381
108,KA WAENA LAPA'AU,"670 Ponahawai Street, Hilo",POINT (-155.0966888 19.7142178),19.7142178,-155.0966888,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
109,Women’s Health Specialists,"Punahele Professional Building, 82 Puuhonu Place Suite 205, Hilo",POINT (-155.0981942 19.7170747),19.7170747,-155.0981942,0,1.0,0,1,0,1,0,0,,6.9523809523809526
110,Ululani Medical Center,"868 Ululani Street, Hilo",POINT (-155.0858126 19.7166553),19.7166553,-155.0858126,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
111,Hilltop Legacy Vacation Rental,"57 Hina Street, Hilo",POINT (-155.0969659 19.7177603),19.7177603,-155.0969659,0,0.015509340853013746,0,1,0,1,0,0,,6.015509340853013
112,Hilo Honu Inn,"465 Haili Street, Hilo",POINT (-155.0952461 19.7184146),19.7184146,-155.0952461,0,0.00634473034896017,0,1,0,1,0,0,,6.173011397015626
113,Hawaiian vacation home,"266 Kaiulani Street, Hilo",POINT (-155.0989774 19.7220993),19.7220993,-155.0989774,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
114,Wailele Nalo,"266 Kaiulani Street, Hilo",POINT (-155.0990355 19.7220578),19.7220578,-155.0990355,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
115,The Falls at Reed's Island,"286 Kaiulani Street, Hilo",POINT (-155.1014408 19.7207526),19.7207526,-155.1014408,0,0.004934790271413465,0,1,0,1,0,0,,5.754934790271413
116,Hilo High School,"556 Waianuenue Avenue, Hilo",POINT (-155.0964414 19.7214234),19.7214234,-155.0964414,0,0.0010574550581600277,0,1,0,1,0,0,,5.5218907883914925
117,Hilo Intermediate School,"587 Waianuenue Avenue, Hilo",POINT (-155.0958402 19.7201922),19.7201922,-155.0958402,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
118,Department of Education,"480 Waianuenue Avenue, Hilo",POINT (-155.0929732 19.7230912),19.7230912,-155.0929732,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
119,Hilo Special Education,"587 Waianuenue Avenue, Hilo",POINT (-155.0958402 19.7201922),19.7201922,-155.0958402,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
120,Aha Punana Leo Inc,"96 Puuhonu Place, Hilo",POINT (-155.097997 19.716601),19.716601,-155.097997,0,0.9999999999999994,0,1,0,1,0,0,,6.505952380952381
121,Within Nilo,Hilo,POINT (-155.0904057 19.7203228),19.7203228,-155.0904057,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
122,Performing Arts Learning Center,"556 Waianuenue Avenue, Hilo",POINT (-155.096125 19.7211775),19.7211775,-155.096125,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
123,A-Plus Program,"506 Waianuenue Avenue, Hilo",POINT (-155.0947805 19.7217334),19.7217334,-155.0947805,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
124,HTA- Hilo Learning Center,"539 Kinoole Street, Hilo",POINT (-155.0854093 19.7197203),19.7197203,-155.0854093,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
125,Walter C.k. Victor Gymnasium,"1000 Ululani Street, Hilo",POINT (-155.0849583 19.7138389),19.7138389,-155.0849583,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
126,Ola Tap room,"Kekuanaoa Street, Hilo",POINT (-155.07671 19.7115258),19.7115258,-155.07671,0,1.0,0,1,0,1,0,0,,6.875
127,Ola Brew - Hilo,"1177 Kilauea Avenue, Hilo",POINT (-155.076727 19.71167939999999),19.71167939999999,-155.076727,0,0.17307014451885797,0,1,0,1,1,1,,10.548070144518858
128,Crazy Grandmaz,"718 Kinoole Street, Hilo",POINT (-155.0842809 19.7173939),19.7173939,-155.0842809,0,0.017624250969333805,0,1,0,1,0,0,,7.017624250969334
129,Shell,"1104 Kilauea Avenue, Hilo",POINT (-155.0773382 19.71231119999999),19.71231119999999,-155.0773382,0,0.011632005639760306,0,1,0,1,0,1,,8.964012958020714
130,7-Eleven,"895 Kinoole Street, Hilo",POINT (-155.0826587 19.7156822),19.7156822,-155.0826587,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
131,7-Eleven,"1321 Kilauea Avenue, Hilo",POINT (-155.0757526 19.7096732),19.7096732,-155.0757526,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
132,7-Eleven,"74 West Kawili Street, Hilo",POINT (-155.0748951 19.7026768),19.7026768,-155.0748951,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
133,Puamana Shell Leis & Pearls,"834 Kilauea Avenue, Hilo",POINT (-155.0783879 19.7159231),19.7159231,-155.0783879,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
134,Hilo Vet Center,"70 Lanihuli Street, Hilo",POINT (-155.0789062 19.7111621),19.7111621,-155.0789062,0,0.00176242509693338,0,1,0,1,0,0,,5.954143377477886
135,Lehua Honeymoon Suite,"400 Hualani Street #21st, Hilo",POINT (-155.073612 19.7133161),19.7133161,-155.073612,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
136,St. Joseph Elementary School,"999 Ululani Street, Hilo",POINT (-155.0835238 19.7147358),19.7147358,-155.0835238,0,1.0,0,1,0,1,0,0,,6.9523809523809526
137,Chiefess Kapiʻolani Elementary School,"966 Kilauea Avenue, Hilo",POINT (-155.0783015 19.7138994),19.7138994,-155.0783015,0,1.0,0,1,0,1,0,0,,6.9523809523809526
138,E'Makaala School,"440 West Lanikaula Street, Hilo",POINT (-155.0813035 19.7037609),19.7037609,-155.0813035,0,1.0,0,1,0,1,0,0,,6.565476190476191
139,Big Island Guitars and Music Supply,"1221 Kilauea Avenue Unit 10, Hilo",POINT (-155.075866 19.710869),19.710869,-155.075866,0,0.00775467042650687,0,1,0,1,0,0,,5.483945146616984
140,Saint Joseph High School,"1000 Ululani Street, Hilo",POINT (-155.0844683 19.71399),19.71399,-155.0844683,0,1.0,0,1,0,1,0,0,,6.386904761904762
141,St Joseph Preschool,"999 Ululani Street, Hilo",POINT (-155.0836473 19.7151222),19.7151222,-155.0836473,0,0.9999999999999994,0,1,0,1,0,0,,6.580357142857142
142,Joyland Preschool,"1407 Kapiolani Street, Hilo",POINT (-155.0777023 19.7024819),19.7024819,-155.0777023,0,0.9999999999999994,0,1,0,1,0,0,,6.4146825396825395
143,Star Bells Hand Bell Choir,"440 West Lanikaula Street, Hilo",POINT (-155.0817762 19.703861),19.703861,-155.0817762,0,0.9999999999999994,0,1,0,1,0,0,,6.017857142857143
144,Marine Science Building,"University of Hawaiʻi at Hilo, 446 West Lanikaula Street, Hilo",POINT (-155.0808536 19.7033332),19.7033332,-155.0808536,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
145,Hilo,"200 West Kawili Street, Hilo",POINT (-155.0795138 19.7017175),19.7017175,-155.0795138,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
146,UH Hilo Student Services Center,Hilo,POINT (-155.0797541 19.7008093),19.7008093,-155.0797541,0,0.9999999999999994,0,1,0,1,0,0,,6.520833333333333
147,School,"200 West Kawili Street, Hilo",POINT (-155.0829154 19.700409),19.700409,-155.0829154,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
148,Island Naturals Market & Deli - Hilo,"1221 Kilauea Avenue Suite 170, Hilo",POINT (-155.075915 19.7110284),19.7110284,-155.075915,0,0.2855128657032076,0,1,0,1,0,1,,9.23789381808416
149,泰茂超级市场,"1178 Kilauea Avenue, Hilo",POINT (-155.0772833 19.7114152),19.7114152,-155.0772833,0,0.9999999999999997,0,1,0,1,0,1,,9.952380952380953
150,Hale Kehau,"603 West Lanikaula Street, Hilo",POINT (-155.0827532 19.7017484),19.7017484,-155.0827532,0,0.0003524850193866758,0,1,0,1,0,0,,5.952733437400339
151,UH Hilo Conference Center,"PB-8, 200 West Kawili Street, Hilo",POINT (-155.0791607 19.70184609999999),19.70184609999999,-155.0791607,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
152,Hawaiian EDventure,"200 West Kawili Street, Hilo",POINT (-155.0792472 19.7012676),19.7012676,-155.0792472,0,0.9999999999999994,0,1,0,1,0,0,,6.505952380952381
153,Pacific Internship Programs for Exploring Science,"PB-6 ,Room 105, Kapiolani Street, Hilo",POINT (-155.0793804 19.7035733),19.7035733,-155.0793804,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
154,College Hall C,"Walkways, Hilo",POINT (-155.0804363 19.7032682),19.7032682,-155.0804363,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
155,Center for Community Engagement,"Kapiolani Street, Hilo",POINT (-155.0793804 19.7034002),19.7034002,-155.0793804,0,0.9999999999999994,0,1,0,1,0,0,,6.535714285714286
156,Business ED & Tech,"Life Sciences Building A, Hilo",POINT (-155.0800825 19.702267),19.702267,-155.0800825,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
157,Daniel Gallares,"70 Olona Street, Hilo",POINT (-155.0760549 19.7044176),19.7044176,-155.0760549,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
158,Hawaii Community College Learning Center,"200 W Kawili St., Mookini Library (LIB), Room 126A, Hilo",POINT (-155.0806014 19.7014408),19.7014408,-155.0806014,0,0.9999999999999994,0,1,0,1,0,0,,6.491071428571429
159,College of Business and Economics (CoBE),"Student Services Building 338, Hilo",POINT (-155.0801149 19.7011738),19.7011738,-155.0801149,0,0.9999999999999994,0,1,0,1,0,0,,6.505952380952381
160,Hawaii Community College Children's Center,"200 West Kawili Street, Hilo",POINT (-155.0792472 19.7012676),19.7012676,-155.0792472,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
161,UH Hilo Cashier’s Office,"200 West Kawili Street Room W-101, Hilo",POINT (-155.0799887 19.70070519999999),19.70070519999999,-155.0799887,0,0.9999999999999994,0,1,0,1,0,0,,6.476190476190476
162,Campus Center,Hilo,POINT (-155.0807044 19.70032119999999),19.70032119999999,-155.0807044,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
163,"UH Hilo College Of Agriculture, Forestry, And Natural Resource Management","113 Nowelo Street, Hilo",POINT (-155.0826752 19.7002051),19.7002051,-155.0826752,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
164,College of Agri Forestry,"200 West Kawili Street, Hilo",POINT (-155.0822389 19.699998),19.699998,-155.0822389,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
165,School of Education,"UCB, 200 West Kawili Street Room 313, Hilo",POINT (-155.0813294 19.6999834),19.6999834,-155.0813294,0,0.9999999999999994,0,1,0,1,0,0,,6.535714285714286
166,General and Zone 4 Parking Lot,Hilo,POINT (-155.0789984 19.703402),19.703402,-155.0789984,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
167,Texaco,"321 Makaala Street, Hilo",POINT (-155.0633907 19.6995646),19.6995646,-155.0633907,0,0.004934790271413465,0,1,0,1,0,1,,10.004934790271413
168,Longs Drugs,"111 East Puainako Street, Hilo",POINT (-155.0633309 19.697369),19.697369,-155.0633309,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
169,"Minit Stop Hilo - Leilani - Fried Chicken, Convenience Store and Gas Station","763 Leilani Street, Hilo",POINT (-155.0645825 19.7096274),19.7096274,-155.0645825,0,0.0,0,1,0,1,1,1,,10.833333333333334
170,nomnom,"1698 Kilauea Avenue, Hilo",POINT (-155.0726869 19.702086),19.702086,-155.0726869,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
171,Walmart,"325 Makaala Street, Hilo",POINT (-155.0618477 19.70026589999999),19.70026589999999,-155.0618477,0,0.9999999999999994,0,1,0,1,0,1,,10.416666666666666
172,Macy's,"111 East Puainako Street Ste 800, Hilo",POINT (-155.062118 19.697551),19.697551,-155.062118,0,0.1473387381036306,0,1,0,1,0,0,,5.909243500008393
173,Target,"391 Makaala Street, Hilo",POINT (-155.0596618 19.7006301),19.7006301,-155.0596618,0,0.2559041240747268,0,1,0,1,0,1,,9.505904124074727
174,Ross Dress for Less,"307 Makaala Street, Hilo",POINT (-155.0639553 19.70129949999999),19.70129949999999,-155.0639553,0,0.28798026083891426,0,1,0,1,0,0,,6.484408832267485
175,T.J. Maxx,"111 East Puainako Street, Hilo",POINT (-155.0643014 19.6974554),19.6974554,-155.0643014,0,0.1561508635882975,0,1,0,1,0,0,,6.132341339778774
176,Hawaii Petroleum Inc,"16 Railroad Avenue #202, Hilo",POINT (-155.0621338 19.7090109),19.7090109,-155.0621338,0,0.0038773352132534353,0,1,0,1,0,0,,7.003877335213254
177,Big Island Energy Co.,"50 Kukila Street # C, Hilo",POINT (-155.0609399 19.701756),19.701756,-155.0609399,0,0.9999999999999994,0,1,0,1,0,0,,8.0
178,Ohana Fuels Hilo Leilani - Gas Station,"763 Leilani Street, Hilo",POINT (-155.0645825 19.7096274),19.7096274,-155.0645825,0,0.015509340853013746,0,1,0,1,0,0,,6.348842674186346
179,Mid Pac Petroleum,"1698 Kilauea Avenue, Hilo",POINT (-155.0725784 19.7021737),19.7021737,-155.0725784,0,1.0,0,1,0,1,0,0,,6.9523809523809526
180,Safeway Fuel Station,"381 E Maka'Ala St, Hilo",POINT (-155.0611119 19.699444),19.699444,-155.0611119,0,0.0842439196334156,0,1,0,1,0,0,,6.5842439196334155
181,Chika Nakano Repair Shop,"90 Pookela Street, Hilo",POINT (-155.0649533 19.70327739999999),19.70327739999999,-155.0649533,0,0.011984490659146982,0,1,0,1,0,0,,5.785794014468671
182,H F N,"842 Leilani Street, Hilo",POINT (-155.0622578 19.70926799999999),19.70926799999999,-155.0622578,0,0.0003524850193866758,0,1,0,1,0,0,,5.952733437400339
183,76,"1698 Kilauea Avenue, Hilo",POINT (-155.0725614 19.702153),19.702153,-155.0725614,0,0.01973916108565386,0,1,0,1,0,0,,6.353072494418987
184,Safeway Liquor,Hilo,POINT (-155.0608225 19.7006131),19.7006131,-155.0608225,0,1.0,0,1,0,1,0,0,,6.9523809523809526
185,Minshuku Hilo,"665 Hinano Street, Hilo",POINT (-155.0683602 19.7102066),19.7102066,-155.0683602,0,0.00176242509693338,0,1,0,1,0,0,,6.168429091763599
186,US Forestry Department,"25 East Kawili Street, Hilo",POINT (-155.0723211 19.7040457),19.7040457,-155.0723211,0,1.0,0,1,0,1,0,0,,6.9523809523809526
187,Hale Hood Hilo,"1668 Kilauea Avenue, Hilo",POINT (-155.0730568 19.7028577),19.7028577,-155.0730568,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
188,Hawaii for You.,"894 Mililani Street Apt. C 894C, Hilo",POINT (-155.0716577 19.7099401),19.7099401,-155.0716577,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
189,Regal Prince Kuhio,"111 East Puainako Street, Hilo",POINT (-155.06349 19.697813),19.697813,-155.06349,0,0.21889319703912583,0,1,0,1,0,0,,6.260559863705792
190,Hawaiʻi Community College,"1175 Manono Street, Hilo",POINT (-155.0699525 19.7050194),19.7050194,-155.0699525,0,0.00634473034896017,0,1,0,1,0,0,,5.512297111301342
191,Big Island Sports Academy,"761 Kanoelehua Avenue # 3, Hilo",POINT (-155.0637942 19.7074879),19.7074879,-155.0637942,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
192,Prometric Satellite Center,"1175 Manono Street Bldg 380 Rm 39, Hilo",POINT (-155.0699263 19.704053),19.704053,-155.0699263,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
193,I Ola Hāloa Center for Hawaiʻi Life Styles,"1175 Manono Street Bldg. 380, Room 34, Hilo",POINT (-155.0691854 19.7050792),19.7050792,-155.0691854,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
194,Target Grocery,"391 Makaala Street, Hilo",POINT (-155.0593808 19.700514),19.700514,-155.0593808,0,0.04018329221008105,0,1,0,1,0,1,,9.29018329221008
195,Intensive English Program,"1175 Manono Street, Hilo",POINT (-155.0701242 19.70399919999999),19.70399919999999,-155.0701242,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
196,Hilo Medical Center Heliport,"1190 Waianuenue Avenue, Hilo",POINT (-155.1143653 19.7184778),19.7184778,-155.1143653,0,0.007402185407120197,0,1,0,1,0,0,,7.00740218540712
197,Cubbyhole,"1190 Waianuenue Avenue, Hilo",POINT (-155.112991 19.718234),19.718234,-155.112991,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
198,7-Eleven,"83 Kaumana Drive, Hilo",POINT (-155.1041287 19.7149798),19.7149798,-155.1041287,1,0.9999999999999994,0,1,0,1,0,0,,11.952380952380953
199,nomnom,"370 Kaumana Drive, Hilo",POINT (-155.1098839 19.7092202),19.7092202,-155.1098839,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
200,Hele,"370 Kaumana Drive, Hilo",POINT (-155.1099647 19.7091781),19.7091781,-155.1099647,0,0.023264011279520623,0,1,0,1,0,0,,6.356597344612854
201,76,"370 Kaumana Drive, Hilo",POINT (-155.1099006 19.7091744),19.7091744,-155.1099006,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
202,Hilo Medical Center,"1190 Waianuenue Avenue, Hilo",POINT (-155.11293 19.7182136),19.7182136,-155.11293,0,0.04018329221008105,0,1,0,1,0,0,,7.040183292210081
