Name,Weekly_Dropoff_Totes,Daily_Pickup_Totes,Address,Latitude,Longitude
Outdoor Point,0,1,Outdoor Point,29.2921,-94.7867
Outdoor Point,0,1,Outdoor Point,29.2898,-94.7889
Outdoor Point,0,1,Outdoor Point,29.2871,-94.7901
Outdoor Point,0,1,Outdoor Point,29.2882,-94.7909
Outdoor Point,0,1,Outdoor Point,29.2873,-94.7923
Outdoor Point,0,1,Outdoor Point,29.2859,-94.7945
Outdoor Point,0,1,Outdoor Point,29.2899,-94.8383
Outdoor Point,0,1,Outdoor Point,29.2892,-94.8395
Outdoor Point,0,1,Outdoor Point,29.2933,-94.7957
Outdoor Point,0,1,Outdoor Point,29.2942,-94.7876
Outdoor Point,0,1,Outdoor Point,29.2886,-94.7903
Outdoor Point,0,1,Outdoor Point,29.2836,-94.7979
Outdoor Point,0,1,Outdoor Point,29.2822,-94.8001
Outdoor Point,0,1,Outdoor Point,29.2811,-94.8017
Outdoor Point,0,1,Outdoor Point,29.2797,-94.8039
Outdoor Point,0,1,Outdoor Point,29.2801,-94.8031
Outdoor Point,0,1,Outdoor Point,29.2882,-94.8111
Outdoor Point,0,1,Outdoor Point,29.2753,-94.8118
Outdoor Point,0,1,Outdoor Point,29.2707,-94.8202
Outdoor Point,0,1,Outdoor Point,29.2725,-94.8184
Outdoor Point,0,1,Outdoor Point,29.2725,-94.8165
Outdoor Point,0,1,Outdoor Point,29.2734,-94.8157
Outdoor Point,0,1,Outdoor Point,29.2745,-94.8191
Outdoor Point,0,1,Outdoor Point,29.2808,-94.8106
Outdoor Point,0,1,Outdoor Point,29.2834,-94.816
Outdoor Point,0,1,Outdoor Point,29.2767,-94.809
Outdoor Point,0,1,Outdoor Point,29.2777,-94.807
Outdoor Point,0,1,Outdoor Point,29.2689,-94.8235
Outdoor Point,0,1,Outdoor Point,29.2671,-94.8258
Outdoor Point,0,1,Outdoor Point,29.2678,-94.8268
Outdoor Point,0,1,Outdoor Point,29.2716,-94.8296
Outdoor Point,0,1,Outdoor Point,29.2708,-94.829
Outdoor Point,0,1,Outdoor Point,29.2699,-94.8284
Outdoor Point,0,1,Outdoor Point,29.2704,-94.8281
Outdoor Point,0,1,Outdoor Point,29.274,-94.8315
Outdoor Point,0,1,Outdoor Point,29.275,-94.8315
Outdoor Point,0,1,Outdoor Point,29.276,-94.8311
Outdoor Point,0,1,Outdoor Point,29.2796,-94.8325
Outdoor Point,0,1,Outdoor Point,29.2912,-94.8395
Outdoor Point,0,1,Outdoor Point,29.2878,-94.8374
Outdoor Point,0,1,Outdoor Point,29.2904,-94.8411
Outdoor Point,0,1,Outdoor Point,29.2791,-94.833
Outdoor Point,0,1,Outdoor Point,29.2851,-94.8575
Outdoor Point,0,1,Outdoor Point,29.2633,-94.8323
Outdoor Point,0,1,Outdoor Point,29.2644,-94.8298
Outdoor Point,0,1,Outdoor Point,29.2657,-94.8274
Outdoor Point,0,1,Outdoor Point,29.2651,-94.827
Outdoor Point,0,1,Outdoor Point,29.2648,-94.8324
Outdoor Point,0,1,Outdoor Point,29.2626,-94.8341
Outdoor Point,0,1,Outdoor Point,29.2728,-94.8509
Outdoor Point,0,1,Outdoor Point,29.2736,-94.849
Outdoor Point,0,1,Outdoor Point,29.2753,-94.8517
Outdoor Point,0,1,Outdoor Point,29.2742,-94.8528
Outdoor Point,0,1,Outdoor Point,29.2652,-94.8691
Outdoor Point,0,1,Outdoor Point,29.2475,-94.8601
Outdoor Point,0,1,Outdoor Point,29.2514,-94.8532
Outdoor Point,0,1,Outdoor Point,29.2557,-94.8453
Outdoor Point,0,1,Outdoor Point,29.2534,-94.8495
Outdoor Point,0,1,Outdoor Point,29.2557,-94.8501
Outdoor Point,0,1,Outdoor Point,29.2444,-94.8679
Outdoor Point,0,1,Outdoor Point,29.243,-94.8678
Outdoor Point,0,1,Outdoor Point,29.2406,-94.878
Outdoor Point,0,1,Outdoor Point,29.239,-94.8779
Outdoor Point,0,1,Outdoor Point,29.2097,-94.9484
Outdoor Point,0,1,Outdoor Point,29.2073,-94.9492
Outdoor Point,0,1,Outdoor Point,29.2081,-94.9376
Outdoor Point,0,1,Outdoor Point,29.1424,-95.0478
Outdoor Point,0,1,Outdoor Point,29.1293,-95.0701
Outdoor Point,0,1,Outdoor Point,29.105,-95.0959
Outdoor Point,0,1,Outdoor Point,29.181,-94.9761
Outdoor Point,0,1,Outdoor Point,29.3349,-94.7791
Outdoor Point,0,1,Outdoor Point,29.3121,-94.7749
Outdoor Point,0,1,Outdoor Point,29.3115,-94.7672
Outdoor Point,0,1,Outdoor Point,29.3101,-94.7683
Outdoor Point,0,1,Outdoor Point,29.3086,-94.7955
Outdoor Point,0,1,Outdoor Point,29.3101,-94.792
Outdoor Point,0,1,Outdoor Point,29.3123,-94.7821
Outdoor Point,0,1,Outdoor Point,29.2747,-94.8211
Outdoor Point,0,1,Outdoor Point,29.3024,-94.7922
Outdoor Point,0,1,Outdoor Point,29.3033,-94.7812
Outdoor Point,0,1,Outdoor Point,29.304,-94.7889
Outdoor Point,0,1,Outdoor Point,29.3041,-94.7904
Outdoor Point,0,1,Outdoor Point,29.2992,-94.7936
Outdoor Point,0,1,Outdoor Point,29.2984,-94.7934
Outdoor Point,0,1,Outdoor Point,29.2912,-94.8246
Outdoor Point,0,1,Outdoor Point,29.2084,-94.9374
Outdoor Point,0,1,Outdoor Point,29.2864,-94.8607
Outdoor Point,0,1,Outdoor Point,29.271,-94.8509
Outdoor Point,0,1,Outdoor Point,29.2696,-94.8519
