Name,Longitude,Latitude,Daily_Pickup_Totes,Weekly_Dropoff_Totes,user_ratings_total,category,rating,weekly_high,weekly_low,best_weekly_estimate,Address,geometry,Adoption,Adoption Guess,Visited ,Influence,location_type,pickup_type,id
B. Jiggers Lounge,-94.8166683,29.2725013,1,1,17.0,restaurant,2.5,560,80,560,,POINT (-94.8166683 29.2725013),Skeptical,Med,No,High,indoor,Truck,
Hummel's General Store & Deli,-94.9374899,29.20822,2,1,22.0,convenience store,4.5,700,100,700,,POINT (-94.9374899 29.20822),Skeptical,Med,No,Med,indoor,Truck,
Grotto (under San Luis),-94.818427,29.272606,1,1,136.0,restaurant,4.5,0,0,93.75,,POINT (-94.818427 29.272606),Skeptional,Med,No,High,indoor,Truck,
Rainforest Cafe,-94.82020721,29.27075307,1,1,485.0,restaurant,3.0,350,50,350,,POINT (-94.820207208395 29.270753067342),Skeptical,Med,No,High,indoor,Truck,
Tortuga Mexican Kitchen,-94.82559204,29.26748848,1,1,486.0,restaurant,3.0,20,10,20,,POINT (-94.8255920410156 29.2674884796143),Opp,Med,No,Low,indoor,Truck,
Rainforest Pyramid,-94.85260158,29.27548471,2,1,26.0,restaurant,4.0,,,750,"1 Hope Blvd Galveston, TX 77554",POINT (-94.8526015753142 29.2754847110984),Curious,Med,Yes,High,indoor,Truck,
Aquarium Pyramid,-94.85420043,29.27236148,2,1,56.0,restaurant,3.5,,,750,"1 Hope Blvd Galveston, TX 77554",POINT (-94.8542004275391 29.2723614780696),Skeptical,Med,Yes,High,indoor,Truck,
Moody Gardens Restaurant (shown under other restaurant),-94.8520363,29.2757299,1,1,2.0,restaurant,3.0,0,0,93.75,"1 Hope Boulevard, Galveston",POINT (-94.8520363 29.2757299),Skeptical,Med,Yes,High,indoor,Truck,
Stuttgarden Tavern,-94.7947919,29.3077483,1,1,2179.0,bar,4.2,,,468.75,"111 23rd Street, Galveston",POINT (-94.7947919 29.3077483),Skeptical,Med,Yes,High,indoor,Truck,
Mario's Pizza,-94.9373606,29.2082758,1,1,219.0,restaurant,3.5,0,0,93.75,"13708 Termini-san Luis Pass Rd Galveston, TX 77554",POINT (-94.9373606 29.2082758),Skeptical,Med,Yes,Low,indoor,Truck,
The Original Mexican Cafe,-94.7836077,29.3079298,1,1,2901.0,restaurant,4.3,1015,145,1015,"1401 Market Street, Galveston",POINT (-94.7836077 29.3079298),Skeptical,Med,Yes,Low,indoor,Truck,
Waterman's Restaurant,-94.94924164,29.2073822,1,1,350.0,restaurant,3.0,,,93.75,"14302 Stewart Rd Galveston, TX 77554",POINT (-94.9492416381836 29.2073822021484),Skeptical,Med,Yes,Med,indoor,Truck,
Yamato,-94.8316258,29.2780918,1,1,936.0,restaurant,4.4,,,93.75,"2104 61st Street, Galveston",POINT (-94.8316258 29.2780918),Skeptical,Med,Yes,Low,indoor,Truck,
Brewchachos Tacos & Cantina,-94.7925997,29.3078756,1,1,1043.0,bar,4.2,2800,400,2800,"2110 The Strand, Galveston",POINT (-94.7925997 29.3078756),Skeptical,Med,Yes,Med,indoor,Truck,
Rosario`s flying pizza and pub,-94.7928341,29.3073255,1,1,34.0,restaurant,4.6,280,40,280,"2121 The Strand, Galveston",POINT (-94.7928341 29.3073255),Curious,Med,Yes,Low,indoor,Truck,
MOD Coffeehouse,-94.7921056,29.305025,3,2,1811.0,cafe,4.7,1450,1250,1450,"2126 Postoffice St, Galveston",POINT (-94.7921056 29.305025),Skeptical,Med,Yes,Med,indoor,Truck,
The Garden Thai Cuisine,-94.7940546,29.3065697,1,1,146.0,restaurant,4.5,210,30,210,"216 23rd Street, Galveston",POINT (-94.7940546 29.3065697),Skeptical,Med,Yes,Low,indoor,Truck,
The Sandbar Grille,-95.0470522,29.1449775,1,1,292.0,bar,4.0,2000,1400,2000,"21706 Burnet Drive, Galveston",POINT (-95.0470522 29.1449775),Skeptical,Med,Yes,Med,indoor,Truck,
Mario's Ristorante,-94.8315,29.27708,1,1,215.0,restaurant,3.5,210,175,210,"2202 61st St Galveston, TX 77551",POINT (-94.8315 29.27708),skeptical,Med,Yes,Med,indoor,Truck,
Yaga's Cafe,-94.7949518,29.3071481,1,1,1708.0,bar,4.4,250,150,250,"2314 The Strand, Galveston",POINT (-94.7949518 29.3071481),Skeptical,Med,Yes,High,indoor,Truck,
Brews Brothers,-94.7958692,29.3069004,2,2,672.0,bar,4.3,,,1125,"2404 The Strand, Galveston",POINT (-94.7958692 29.3069004),Skeptical,Med,Yes,Low,indoor,Truck,
Bubba's on The Strand,-94.7959158,29.3065268,2,2,113.0,bar,4.3,,,1125,"2411 The Strand, Galveston",POINT (-94.7959158 29.3065268),Skeptical,Med,Yes,Low,indoor,Truck,
Beerfoot Beach Bar,-94.7942047,29.2863254,1,1,184.0,bar,4.4,0,0,140.625,"2816 Avenue R 1/2, Galveston",POINT (-94.7942047 29.2863254),Skeptical,Med,Yes,High,indoor,Truck,
Huli Huli Hut,-94.7892355,29.3071699,2,1,1766.0,restaurant,4.3,175,25,175,"312 19th Street, Galveston",POINT (-94.7892355 29.3071699),Skeptical,Med,Yes,Low,indoor,Truck,
The Spot,-94.7980051,29.2836047,1,1,12914.0,bar,4.3,,,468.75,"3204 Seawall Boulevard, Galveston",POINT (-94.7980051 29.2836047),Skeptical,Med,Yes,High,indoor,Truck,
Seahorse Grill,-94.86803806,29.24448719,1,1,237.0,restaurant,4.5,105,15,105,"3802 Cove View Blvd Ste C Galveston, TX 77554",POINT (-94.868038059798 29.244487190776),Curious,Med,Yes,Low,indoor,Truck,
Suki Poke by the Sea,-94.7726445,29.3106151,1,1,312.0,restaurant,4.4,,,93.75,"427 Market Street, Galveston",POINT (-94.7726445 29.3106151),Skeptical,Med,Yes,Low,indoor,Truck,
Papa's Pizza,-94.80952,29.2765,5,4,475.0,restaurant,4.0,3000,500,3000,"4400 Seawall Blvd Galveston, TX 77550",POINT (-94.80952 29.2765),Skeptical,Med,Yes,High,indoor,Truck,
Koop's BBQ Kitchen,-94.8173499,29.2931568,2,1,211.0,restaurant,4.8,0,0,750,"4501 Broadway Avenue J, Galveston",POINT (-94.8173499 29.2931568),Skeptical,Med,Yes,Low,indoor,Truck,
Salsas,-94.811817,29.275546,1,1,5484.0,restaurant,4.3,,,656.25,"4604 Seawall Boulevard, Galveston",POINT (-94.811817 29.275546),Skeptical,Med,Yes,Low,indoor,Truck,
Russo's New York Pizzeria & Italian Kitchen - Galveston,-94.7717454,29.3070053,1,1,1319.0,restaurant,4.3,210,30,210,"500 Seawall Boulevard #300, Galveston",POINT (-94.7717454 29.3070053),Skeptical,Med,Yes,Low,indoor,Truck,
Lolo Kai Smoothies and Wraps,-94.7931018,29.3039878,2,1,338.0,restaurant,4.8,,,750,"528 23rd Street, Galveston",POINT (-94.7931018 29.3039878),Curious,Med,Yes,Low,indoor,Truck,
Gypsy Joynt,-94.83164758,29.27417239,2,1,622.0,restaurant,4.5,2000,1400,2000,"6105 Stewart Rd Galveston, TX 77551",POINT (-94.8316475822502 29.2741723877485),TBD,Med,Yes,Med,indoor,Truck,
Café Canela,-94.8308258,29.2744235,1,1,412.0,restaurant,4.6,350,50,350,"6105 Stewart Road Suite C, Galveston",POINT (-94.8308258 29.2744235),Skeptical,Med,Yes,Low,indoor,Truck,
Gino's Italian Restaurant and Pizzeria,-94.832217,29.2753139,1,1,1056.0,restaurant,4.3,35,5,35,"6124 Stewart Road, Galveston",POINT (-94.832217 29.2753139),Skeptical,Med,Yes,Low,indoor,Truck,
Vida Agave,-94.795515,29.30184,1,1,155.0,restaurant,4.7,70,10,70,"711 25th Street, Galveston",POINT (-94.795515 29.30184),Skeptical,Med,Yes,Low,indoor,Truck,
Seawall Coffee Company,-94.86782336,29.24463873,2,1,47.0,restaurant,4.5,1050,350,1050,,POINT (-94.8678233612548 29.244638725096),Curious,Med,Yes,Low,indoor,Truck,
,-94.77293767650016,29.327492480392152,1,0,,,,,,,,,,,,,outdoor,Truck,1000.0
,-94.79652426820594,29.30682933975252,1,0,,,,,,,,,,,,,outdoor,Bike,1001.0
,-94.79468452427888,29.30753393564195,1,0,,,,,,,,,,,,,outdoor,Bike,1002.0
,-94.80622984152676,29.306615072932196,1,0,,,,,,,,,,,,,outdoor,Truck,1003.0
,-94.80319324564574,29.307076972140123,1,0,,,,,,,,,,,,,outdoor,Truck,1004.0
,-94.79850319363544,29.308164157460592,1,0,,,,,,,,,,,,,outdoor,Bike,1005.0
,-94.78134476729088,29.3123833091588,1,0,,,,,,,,,,,,,outdoor,Truck,1006.0
,-94.79578217640906,29.30090513320724,1,0,,,,,,,,,,,,,outdoor,Bike,1007.0
,-94.7932658871674,29.301064005835528,1,0,,,,,,,,,,,,,outdoor,Bike,1008.0
,-94.78891769107824,29.303192407402246,1,0,,,,,,,,,,,,,outdoor,Bike,1009.0
,-94.8337225887035,29.292139728627394,1,0,,,,,,,,,,,,,outdoor,Truck,1010.0
,-94.78196938671564,29.303024858193194,1,0,,,,,,,,,,,,,outdoor,Truck,1011.0
,-94.79567444799896,29.30696419276517,1,0,,,,,,,,,,,,,outdoor,Bike,1012.0
,-94.79338136883872,29.30760607604601,1,0,,,,,,,,,,,,,outdoor,Bike,1013.0
,-94.79216796262608,29.30762661449017,1,0,,,,,,,,,,,,,outdoor,Bike,1014.0
,-94.79104994247152,29.308214480020617,1,0,,,,,,,,,,,,,outdoor,Bike,1015.0
,-94.79448543312456,29.30708461014235,1,0,,,,,,,,,,,,,outdoor,Bike,1016.0
,-94.86417580978328,29.287709640220097,1,0,,,,,,,,,,,,,outdoor,Truck,1017.0
,-94.83901023515826,29.29108366340304,1,0,,,,,,,,,,,,,outdoor,Truck,1018.0
,-94.8334411310532,29.29042142675482,1,0,,,,,,,,,,,,,outdoor,Truck,1019.0
,-94.85524271265918,29.267539716885995,1,0,,,,,,,,,,,,,outdoor,Truck,1020.0
,-94.77345456833449,29.31011047969046,1,0,,,,,,,,,,,,,outdoor,Truck,2000.0
,-94.77255791424268,29.30692299243964,1,0,,,,,,,,,,,,,outdoor,Truck,2001.0
,-94.78149423839945,29.303174485909715,1,0,,,,,,,,,,,,,outdoor,Truck,2002.0
,-94.77228403555635,29.304348273085257,1,0,,,,,,,,,,,,,outdoor,Truck,2003.0
,-94.77061008567384,29.307855191372283,1,0,,,,,,,,,,,,,outdoor,Truck,2004.0
,-94.74937088786088,29.31903163297094,1,0,,,,,,,,,,,,,outdoor,Truck,2005.0
,-94.79125240816202,29.296987170079213,1,0,,,,,,,,,,,,,outdoor,Truck,2006.0
,-94.7898969706002,29.306879649441004,1,0,,,,,,,,,,,,,outdoor,Bike,2007.0
,-94.77687451055668,29.317084188399047,1,0,,,,,,,,,,,,,outdoor,Truck,2008.0
,-94.82198101001254,29.275166318239137,1,0,,,,,,,,,,,,,outdoor,Truck,2009.0
,-94.8070897627476,29.284031380957845,1,0,,,,,,,,,,,,,outdoor,Bike,2010.0
,-94.81271795927027,29.27510482953612,1,0,,,,,,,,,,,,,outdoor,Truck,2011.0
,-94.80141651349544,29.290079781803342,1,0,,,,,,,,,,,,,outdoor,Truck,2012.0
,-94.7902187937728,29.28713138145065,1,0,,,,,,,,,,,,,outdoor,Truck,2013.0
,-94.82321262591007,29.269059709958142,1,0,,,,,,,,,,,,,outdoor,Truck,2014.0
,-94.8254596884219,29.294467025132217,1,0,,,,,,,,,,,,,outdoor,Truck,2015.0
,-94.79228185255494,29.30149614872541,1,0,,,,,,,,,,,,,outdoor,Truck,2016.0
,-94.83971047446586,29.29032253864521,1,0,,,,,,,,,,,,,outdoor,Truck,2017.0
,-94.82860688351526,29.27008306635599,1,0,,,,,,,,,,,,,outdoor,Truck,2018.0
,-94.8308675247102,29.27466850361676,1,0,,,,,,,,,,,,,outdoor,Truck,2019.0
,-94.83104920246144,29.27588208130422,1,0,,,,,,,,,,,,,outdoor,Truck,2020.0
,-94.8319366364599,29.264478371825057,1,0,,,,,,,,,,,,,outdoor,Truck,2021.0
,-94.86949678276189,29.26546777295611,1,0,,,,,,,,,,,,,outdoor,Truck,2022.0
,-94.8585634701748,29.258026665517956,1,0,,,,,,,,,,,,,outdoor,Truck,2023.0
,-94.86778062999728,29.243452340388263,1,0,,,,,,,,,,,,,outdoor,Truck,2024.0
,-94.94920025811072,29.200509132181256,1,0,,,,,,,,,,,,,outdoor,Truck,2025.0
,-94.93739816125932,29.2085240573132,1,0,,,,,,,,,,,,,outdoor,Truck,2026.0
,-95.0468334206239,29.144976394730858,1,0,,,,,,,,,,,,,outdoor,Truck,2027.0
,-95.11776778416598,29.085700851392566,1,0,,,,,,,,,,,,,outdoor,Truck,2028.0
,-94.73484853399322,29.330690124658997,1,0,,,,,,,,,,,,,outdoor,Truck,3000.0
,-94.73960832343784,29.3320127193003,1,0,,,,,,,,,,,,,outdoor,Truck,3001.0
,-94.74227712140768,29.32605153615685,1,0,,,,,,,,,,,,,outdoor,Truck,3002.0
,-94.7449019143859,29.32322311143816,1,0,,,,,,,,,,,,,outdoor,Truck,3003.0
,-94.76572801010091,29.30764081524064,1,0,,,,,,,,,,,,,outdoor,Truck,3004.0
,-94.76679385290824,29.306890391999296,1,0,,,,,,,,,,,,,outdoor,Truck,3005.0
,-94.767950723184,29.306065117409027,1,0,,,,,,,,,,,,,outdoor,Truck,3006.0
,-94.7692474874237,29.305082322225285,1,0,,,,,,,,,,,,,outdoor,Truck,3007.0
,-94.77754696577183,29.298333179256616,1,0,,,,,,,,,,,,,outdoor,Truck,3008.0
,-94.8082561071602,29.27677205068795,1,0,,,,,,,,,,,,,outdoor,Truck,3009.0
,-94.80526213325668,29.278482396580216,1,0,,,,,,,,,,,,,outdoor,Truck,3010.0
,-94.80236790400106,29.28038269046843,1,0,,,,,,,,,,,,,outdoor,Truck,3011.0
,-94.79867731012496,29.282876114591787,1,0,,,,,,,,,,,,,outdoor,Truck,3012.0
,-94.79493642483013,29.285061699147057,1,0,,,,,,,,,,,,,outdoor,Truck,3013.0
,-94.79283633899044,29.28645386043989,1,0,,,,,,,,,,,,,outdoor,Truck,3014.0
,-94.78918032046477,29.289013989903104,1,0,,,,,,,,,,,,,outdoor,Truck,3015.0
,-94.7855794129526,29.291804838061307,1,0,,,,,,,,,,,,,outdoor,Truck,3016.0
,-94.78168618656736,29.29478947063417,1,0,,,,,,,,,,,,,outdoor,Truck,3017.0
,-94.8124062388772,29.27425339937392,1,0,,,,,,,,,,,,,outdoor,Truck,3018.0
,-94.81618144806576,29.272072518969775,1,0,,,,,,,,,,,,,outdoor,Truck,3019.0
,-94.81987694535516,29.270206728176856,1,0,,,,,,,,,,,,,outdoor,Truck,3020.0
,-94.8262520532695,29.266291220605424,1,0,,,,,,,,,,,,,outdoor,Truck,3021.0
,-94.83155513372616,29.263467832281307,1,0,,,,,,,,,,,,,outdoor,Truck,3022.0
,-94.841316614341,29.2581766503582,1,0,,,,,,,,,,,,,outdoor,Truck,3023.0
,-94.8361248635164,29.260958542086108,1,0,,,,,,,,,,,,,outdoor,Truck,3024.0
,-94.8738468189325,29.240591429702597,1,0,,,,,,,,,,,,,outdoor,Truck,3025.0
,-94.79551215028134,29.292771721098887,1,0,,,,,,,,,,,,,outdoor,Truck,3026.0
,-94.84125378845,29.272479469219597,1,0,,,,,,,,,,,,,outdoor,Truck,3027.0
,-94.84864400281596,29.260198462095193,1,0,,,,,,,,,,,,,outdoor,Truck,3028.0
,-94.77960042237318,29.33442883012103,1,0,,,,,,,,,,,,,outdoor,Truck,3029.0
,-94.87811761972976,29.23872499917516,1,0,,,,,,,,,,,,,outdoor,Truck,3030.0
,-94.89604294830498,29.2277225320811,1,0,,,,,,,,,,,,,outdoor,Truck,3031.0
,-94.9278228922708,29.210431153328607,1,0,,,,,,,,,,,,,outdoor,Truck,3032.0
,-94.95403603262106,29.19352527673134,1,0,,,,,,,,,,,,,outdoor,Truck,3033.0
,-94.95608616231785,29.196347559108165,1,0,,,,,,,,,,,,,outdoor,Truck,3034.0
