Name,Latitude,Longitude,Category
East Hawaiʻi Cultural Center,19.724774,-155.0882493,art_gallery
Extreme Exposure Fine Art Gallery,19.7246244,-155.0860191,art_gallery
Kamehameha Festival,19.729624,-155.068534,art_gallery
TAKAAZE ART GALLERY,19.7081424,-155.0757499,art_gallery
Live Love,19.7133918,-155.0736677,art_gallery
kristie fujiyama kosmides,19.7221043,-155.0857083,art_gallery
Lockey Originals,19.7225375,-155.0842908,art_gallery
Hilo Holi Water,19.7234308,-155.0865734,art_gallery
Dreams of Paradise Gallery,19.723813,-155.0850997,art_gallery
Wild HeArtist,19.7250183,-155.0861214,art_gallery
The Edge Explorer Fine Art Gallery,19.7261442,-155.0867744,art_gallery
Brokenhardened,19.72618019999999,-155.0867713,art_gallery
Hawaiian Mako Design,19.7268266,-155.0874172,art_gallery
The Jeff Gomes Gallery,19.6383177,-155.0467877,art_gallery
Arnott's Lodge and Hiking Adventures,19.7344686,-155.0413173,campground
US Forestry Department,19.7040457,-155.0723211,campground
Malulani Ranch,19.6738698,-155.1581807,campground
Enterprise Rent-A-Car,19.7043293,-155.0639152,car_rental
Harp Car Rental,19.7248018,-155.0594064,car_rental
Budget Car Rental,19.7149071,-155.0395984,car_rental
Thrifty Car Rental,19.7143338,-155.0395953,car_rental
Island Discount Rentals,19.7251602,-155.0575726,car_rental
"Hertz Car Rental - Island of Hawaii, Hilo - Hilo HLE Off Airport",19.7054169,-155.0653698,car_rental
National Car Rental,19.7143528,-155.0395744,car_rental
Dollar Car Rental,19.7143336,-155.039531,car_rental
Aiona Car Sales,19.7021465,-155.0651397,car_dealer
Enterprise Rent-A-Car,19.714761,-155.039478,car_rental
Alamo Rent A Car,19.714761,-155.039478,car_rental
"Hertz Car Rental - Island Of Hawaii, Hilo - Hilo International Airport (2606-10) (ITO)",19.7147351,-155.039692,car_rental
Aiona U-Rent Car,19.7021272,-155.0649301,car_rental
Big Island Cars For Rent LLC,19.7113871,-155.0718135,car_rental
Long Term Car Rental Hilo Airport,19.7096093,-155.0637734,car_rental
Car Rental Hilo,19.7098231,-155.0635627,car_rental
Affordable Rental Cars,19.7138808,-155.0683426,car_rental
Annette Pestano,19.7144879,-155.0680654,car_rental
Imiloa Astronomy Center,19.7011173,-155.0886773,museum
Pacific Tsunami Museum,19.7259466,-155.0866304,museum
Hilo UrbFarm,19.7246714,-155.0882214,museum
Lyman Museum,19.7221983,-155.0906609,tourist_attraction
Mokupāpapa Discovery Center,19.7267489,-155.0870462,museum
University of Hawai’i Astronomy Center,19.7008778,-155.0888804,museum
Shinmachi Village Site,19.7211138,-155.0740849,museum
TENRIKYO KAKAAKO CHURCH,19.69997859999999,-155.1199551,museum
Hawai‘i Science and Technology Museum,19.7260137,-155.0882231,museum
Kela Ohana Reunion,19.6935497,-155.0642812,bar
alaloa water hauling,19.7138648,-155.069643,night_club
Amigos Cantina,19.7237878,-155.0867954,bar
Joann's Lounge Bar,19.7216182,-155.0644695,bar
Wai'oli Lounge & iCafé,19.7281914,-155.066622,cafe
2 the Point Acupuncture,19.70959819999999,-155.0668769,beauty_salon
The Honey Pot Brazilian Waxing & Skincare ( by appointment only),19.7118585,-155.0778412,spa
Paradissimo Tropical Spa,19.7174514,-155.0765416,spa
Mermade Spa,19.7237333,-155.0851631,beauty_salon
Body Harmony Massage Therapy,19.725515,-155.086375,spa
Ekela's Healing Spa,19.726378,-155.086971,spa
Big Island Healing Arts Lomilomi Clinic,19.7307231,-155.0897567,spa
Jen's Spa & Salon,19.621259,-155.0391272,beauty_salon
Hilo Laser Skincare,19.7110463,-155.0783031,beauty_salon
Discover Float Hawaii,19.6860868,-155.141951,spa
Hale Lomilomi o Kekaimalino,19.7261593,-155.0867165,spa
"Joyful Living, LLC Dr. Matthew Dykema",19.7084587,-155.0789521,spa
COCO-COCO NAILS II,19.697369,-155.0633309,spa
Honolulu Spa And Wellness - Hilo,19.7061614,-155.0682212,beauty_salon
Tram's Dayspa Cafe & Alterations,19.7104148,-155.0757303,spa
Allure Laser Med Spa Hilo,19.7107905,-155.0758728,spa
The Beauty Spot Hilo,19.7067898,-155.066761,beauty_salon
Belle Toi Salon and Spa,19.7123872,-155.0757642,beauty_salon
"Integrated Medicine Institute, Inc.",19.7136025,-155.0819883,spa
Lana Lana Float Therapy - Hilo,19.7078193,-155.0646244,spa
Maunakea Observatories Support Services,19.7007227,-155.0674174,travel_agency
Hawaii Lava Tours,19.7282558,-155.0666259,travel_agency
Mauna Loa Macadamia Nut Visitor Center,19.656713,-155.0093222,tourist_attraction
Blue Hawaiian Helicopters,19.7150176,-155.0434895,tourist_attraction
KapohoKine Adventures,19.7295766,-155.064974,shoe_store
Big Island Sight Seeing Tours,19.7143622,-155.0819304,travel_agency
Kamaaina Custom Tours,19.7203736,-155.0646752,travel_agency
Tours By Charlie,19.7246911,-155.0888737,travel_agency
Aloha Workshops,19.7255823,-155.087428,travel_agency
Deep Blue Ocean Adventures,19.7218915,-155.0850127,travel_agency
Hawaiian Scenic Tours & Travel Co.,19.7307242,-155.0450174,travel_agency
Shaka Shak Studios,19.6901259,-155.0716266,real_estate_agency
Shaka Shak Guest House Hilo Bay,19.689787,-155.071496,real_estate_agency
Hawaiian EDventure,19.7012676,-155.0792472,travel_agency
Regal Travel Inc,19.7175035,-155.0826164,travel_agency
Hawaii Holiday Hospitality LLC,19.7172576,-155.076611,real_estate_agency
Lotus Garden of Hilo,19.7223628,-155.0859624,real_estate_agency
Wild Hilo Tours,19.72450809999999,-155.0850912,travel_agency
Wild Orchid Tours,19.7203679,-155.0645901,travel_agency
Aloha Island Tours,19.7282386,-155.0667192,travel_agency
Hawaii Life Real Estate Brokers,19.7257163,-155.0571984,real_estate_agency
Hawaii Volcanoes Helicopter Tours,19.7144507,-155.0437147,travel_agency
Gray Line Hawaii,19.7279284,-155.052179,travel_agency
Keikana Tour Depot,19.728813,-155.052672,travel_agency
"Hawaii Classic Cruizers, Inc.",19.637117,-155.045235,travel_agency
Deep Hawaii,19.621105,-155.041591,travel_agency
Blue Hawaiian Rentals,19.6211611,-155.0417365,travel_agency
Hang In Loose Vacation Retreat,19.6211111,-155.0416667,travel_agency
Paradise Helicopters Tours of Hawaii,19.7145204,-155.0405843,travel_agency
C Big Island Tours,19.72817,-155.0667,travel_agency
Safari Helicopters,19.715026,-155.043562,travel_agency
Hilo Ocean Adventures,19.7227858,-155.0646062,travel_agency
Tropical Helicopters,19.714756,-155.040363,travel_agency
The Falls at Reed's Island,19.7207526,-155.1014408,travel_agency
Gecko Big Island Tours,19.706273,-155.109786,travel_agency
Tour Agency,19.7065605,-155.0715122,travel_agency
International Travel Services & Trs,19.7132985,-155.0774432,travel_agency
Green Travel & Tours Inc,19.7115247,-155.0694872,travel_agency
Wa'a Kaulua Pacific Tours,19.71394769999999,-155.0740617,travel_agency
Nui Tours,19.7155771,-155.0802225,travel_agency
Discover Paradise Adventures,19.7178081,-155.1009811,travel_agency
Reeds Island Hilo,19.7212024,-155.0993345,real_estate_agency
Walking Tours of Hilo,19.7260137,-155.0882231,travel_agency
Brenda's Big Island Travel,19.729715,-155.0900154,travel_agency
Big Island Authentic Adventures,19.7188342,-155.0416866,travel_agency
hoppa on hoppa off bus,19.7290991,-155.0526815,travel_agency
Hilo Tony's,19.7155875,-155.0688999,car_rental
SUV Rental Hilo,19.7153883,-155.0645845,car_rental
DaKinez Car Rentalz,19.7205477,-155.0859434,car_rental
Four Nine Enterprises,19.7219767,-155.0856504,car_rental
1Stcar - Car Rental Hilo,19.7155174,-155.0516863,car_rental
enterprise rent a car,19.7297067,-155.0900187,car_rental
Rent A Car & VAN Hilo,19.7133933,-155.047265,car_rental
SUV Rental Hilo,19.7133933,-155.047265,car_rental
1Car Rental Hilo Airport,19.7139627,-155.0447164,car_rental
Car Rental Hilo - Airport,19.7141287,-155.0447161,car_rental
VAN Rental Hilo International Airport,19.7145671,-155.0449137,car_rental
Hilo Auto Sales & Rentals,19.7269631,-155.0558323,car_rental
Automotive Solutions Hawaii & Car Rentals,19.7289638,-155.0518341,car_repair
ULULANI village Apartments,19.7255751,-155.0907569,point_of_interest
Riverside Apartments,19.7277018,-155.0898944,point_of_interest
Hilo Val-Hala Apartments,19.7299063,-155.0894607,real_estate_agency
City View Apartments,19.7184097,-155.0879586,point_of_interest
Lincoln Courtside,19.7211984,-155.0870105,point_of_interest
E Komo Mai Apartments,19.716106,-155.083783,point_of_interest
Central apts,19.7180583,-155.0840862,point_of_interest
Lehua Apartments,19.7300717,-155.0912891,real_estate_agency
Del Mar Apartments,19.7192097,-155.0847955,point_of_interest
Puueo Condominiums,19.72822,-155.0897047,point_of_interest
Kamana Elderly Apartment,19.7091522,-155.0803847,point_of_interest
Hale Hoaloha Apartments,19.7048654,-155.0775897,real_estate_agency
Phase÷,19.7057792,-155.0944443,point_of_interest
Pikake apts,19.7300068,-155.0916266,point_of_interest
Toiamei,19.7106788,-155.084863,point_of_interest
Haili Elderly Apartments,19.7220714,-155.089448,real_estate_agency
East Hawaii Property Management,19.7187807,-155.0999498,real_estate_agency
Pikake Apartments,19.7307387,-155.092032,point_of_interest
Hilo Terrace Association,19.7223152,-155.0932107,point_of_interest
MaunaLoa Shores,19.7274783,-155.0875226,point_of_interest
Hale Maile,19.7144175,-155.077518,point_of_interest
University Palms,19.7040156,-155.0788342,point_of_interest
Bayshore Towers,19.7316764,-155.0885318,point_of_interest
Mohouli Heights Senior Neighborhood,19.704076,-155.0954943,point_of_interest
Big Island Housing Foundation,19.7177797,-155.084462,real_estate_agency
Equity Hawaii Property Management,19.7241106,-155.0868193,point_of_interest
Hawaii Property Management Division,19.7296456,-155.0900022,local_government_office
Ginoza Realty Inc,19.7107285,-155.0801459,real_estate_agency
Polynesia Capri,19.7301138,-155.0883625,point_of_interest
Public Housing Authority,19.7117348,-155.0851558,local_government_office
Scotty Scott,19.7187807,-155.0999498,point_of_interest
Day-Lum Properties,19.727485,-155.087508,real_estate_agency
Corcoran Pacific Properties,19.7260546,-155.0881542,real_estate_agency
Kukuau Plaza,19.7177797,-155.084462,point_of_interest
Waiakea Lagoon View Apartments,19.713506,-155.0745246,point_of_interest
Bayview Banyan Corporation,19.7281075,-155.0635625,point_of_interest
400 Hualani Street Building 1,19.7134516,-155.0734513,point_of_interest
Waiakea Villas AOAO,19.7125109,-155.0733123,point_of_interest
Hilo Lagoon Center Association,19.7175685,-155.0765801,point_of_interest
Orchid Manor Condo Association,19.7259596,-155.0592803,point_of_interest
Leabert Paulos,19.7133008,-155.0737356,point_of_interest
Hale Kahakai Association,19.7359041,-155.0120552,point_of_interest
Mauna Loa Shores,19.733178,-155.0272234,point_of_interest
"2 br Condo #708, Penthouse Condo",19.7331172,-155.0269714,lodging
Tohbi Hale,19.7043187,-155.0761922,point_of_interest
Hale Haumana,19.7035101,-155.0755543,point_of_interest
Adult Student Housing,19.6955087,-155.0824732,point_of_interest
Kawili Regency Condominiums,19.7036972,-155.0722694,point_of_interest
Hale Kawika,19.7093471,-155.1102289,point_of_interest
Papa'a Palaoa Bakery,19.7220616,-155.085246,bakery
Low International Food,19.7216053,-155.0851868,bakery
Moonstruck,19.7240477,-155.0857916,bakery
Nector Cafe,19.7248671,-155.086052,bakery
Grandma's Cookie Jar,19.7297152,-155.0900154,bakery
Cafe Pesto Hilo Bay,19.723735,-155.0850148,restaurant
"Sweet Dreams Hawaii Chocolate, Cacao & Coffee Bistro, Closed For Renovations",19.7237906,-155.0884072,cafe
Mahiʻai Made,19.7221415,-155.0857192,cafe
Makani’s Magic Pineapple Shack,19.72630179999999,-155.0876089,cafe
Paul's Place,19.7225955,-155.084252,cafe
Starbucks,19.719494,-155.0825541,cafe
McDonald's,19.7232109,-155.0873809,cafe
Perfect Harmony Boutique & Tea Room,19.7234653,-155.086531,cafe
Puna Chocolate Company & Cafe,19.7235873,-155.0862993,cafe
DING TEA HILO,19.7240483,-155.0866546,cafe
Kilauea Coffee,19.7220256,-155.0851752,cafe
Subway,19.721658,-155.0855019,meal_takeaway
Moon and Turtle,19.7254179,-155.0871554,bar
Pineapples Island Fresh Cuisine,19.7227609,-155.0861269,restaurant
Jackie Rey's Ohana Grill Hilo,19.7260007,-155.0882358,restaurant
Bangkok Villa Hilo,19.7253593,-155.0872242,restaurant
Saucy Dogs,19.724094,-155.085744,restaurant
Loved by the Sun,19.7240868,-155.0856894,restaurant
Hilo Farmers Market Kitchen,19.7231195,-155.0849503,restaurant
Puka Puka Kitchen,19.72419,-155.0856508,restaurant
Koji's Bento Korner Inc,19.7225548,-155.084217,restaurant
Nori's Saimin and Snacks,19.7174111,-155.0848378,restaurant
Kenichi Restaurant,19.7172545,-155.0800453,restaurant
Cronies Bar & Grill,19.7264366,-155.0868843,bar
Moms Hilo,19.7244463,-155.0875741,meal_takeaway
Ebisuya Sushi,19.7221486,-155.085341,meal_takeaway
Taco Bell,19.7207054,-155.0840743,meal_takeaway
Hilo Town Tavern,19.724815,-155.0873719,bar
Crazy Grandmaz,19.7173939,-155.0842809,bar
Amigos Cantina,19.7237878,-155.0867954,bar
The Hidden Nēnē,19.7236099,-155.0862397,bar
Hilo,19.7216023,-155.084887,locality
Wild Ginger Hotel,19.7293163,-155.0891752,lodging
Hilltop Legacy Vacation Rental,19.7177603,-155.0969659,lodging
Hilo Farmer's Market,19.7229716,-155.0847818,grocery_or_supermarket
Dolphin Bay Hotel,19.7292288,-155.0904265,lodging
AT&T Store,19.7208237,-155.0832631,store
Hilotown Hale,19.7246044,-155.09198,lodging
Kumon Math and Reading Center of WAIAKEA,19.7196068,-155.0886798,point_of_interest
Pacific Tsunami Museum,19.7259466,-155.0866304,museum
Hilo Bay Oceanfront Bed and Breakfast,19.7309761,-155.0881646,lodging
Hawaii State Bar Association,19.7297152,-155.0900154,point_of_interest
Hilo Bay Hostel,19.7257001,-155.088042,lodging
ULULANI village Apartments,19.7255755,-155.0907561,point_of_interest
Hilo High School,19.7214234,-155.0964414,secondary_school
American Savings Bank,19.719744,-155.0799666,bank
Pakalana Inn,19.7225957,-155.0842847,lodging
"Marne J. Carmichael Walsh, MS, PA-C",19.7147827,-155.0967459,health
We're On The RYZE,19.7237333,-155.0851631,point_of_interest
Hilo Family Health Clinic Inc,19.7167424,-155.0976847,doctor
Texaco,19.7235805,-155.0882506,gas_station
Hele,19.7228388,-155.0835947,gas_station
Aloha,19.7230777,-155.0878802,gas_station
Shell,19.723121,-155.0840452,gas_station
Sack N Save Hilo,19.7228313,-155.0883065,grocery_or_supermarket
KTA Super Stores - Downtown,19.7230579,-155.0859457,grocery_or_supermarket
Cost.U.Less,19.7183317,-155.0835839,grocery_or_supermarket
Lotus Garden of Hilo,19.7223628,-155.0859624,real_estate_agency
Hilo Honu Inn,19.7184146,-155.0952461,lodging
The Falls at Reed's Island,19.7207526,-155.1014408,real_estate_agency
Aloha Wellness Center,19.7221387,-155.0900019,gym
Wailele Nalo,19.7220578,-155.0990355,lodging
11 Arruda Ln.,19.728593,-155.08903,lodging
The Naha Stone,19.7244652,-155.0905529,tourist_attraction
Haili Church,19.7223965,-155.0889656,church
Mokupāpapa Discovery Center,19.7267489,-155.0870462,museum
St. Joseph Catholic Church,19.7226059,-155.0903555,church
Extreme Exposure Fine Art Gallery,19.7246244,-155.0860191,art_gallery
A. O. F. Building,19.7234595,-155.0865229,tourist_attraction
Kings landing,19.7216023,-155.084887,tourist_attraction
Hilo Axe Lounge,19.7257995,-155.0875046,tourist_attraction
S.H. Kress Co. Building,19.7255246,-155.086967,tourist_attraction
Paradise Island Tour LLC,19.728189,-155.0908583,tourist_attraction
FW Koehnen Building,19.7268883,-155.0871106,tourist_attraction
Russell Carroll Mo'oheau County Park,19.7239473,-155.0842091,park
Gilbert Carvalho Park,19.71847379999999,-155.1043089,park
Clem Akina Park,19.7295406,-155.0922405,park
Big Island Candies,19.712455,-155.067676,tourist_attraction
Ohana Cookies,19.72311329999999,-155.0634468,bakery
Lava Scones,19.7138648,-155.069643,bakery
Hawaiian Style Cafe Hilo,19.7131072,-155.0698555,cafe
Hilo Bay Cafe,19.725033,-155.070442,restaurant
The Sippin Siren,19.7215433,-155.0647132,cafe
Wai'oli Lounge & iCafé,19.7281914,-155.066622,cafe
Cafe Boba,19.716119,-155.0668176,cafe
The Coffee Cove,19.72727,-155.0540621,cafe
Keaukaha General Store,19.727332,-155.054004,convenience_store
Coconut Grill,19.72360609999999,-155.0626525,restaurant
Lani's Island Snack Shack,19.7130945,-155.0696893,meal_takeaway
Ken's House of Pancakes,19.72230709999999,-155.0647044,restaurant
Ponds Hilo,19.7238361,-155.0618792,restaurant
Sombat's Fresh Thai Cuisine,19.7217152,-155.064514,restaurant
Don's Grill,19.7152666,-155.0683402,restaurant
Hilo Lunch Shop,19.7166222,-155.0653722,store
Verna's Drive In,19.7228514,-155.0638896,restaurant
Millie's Deli & Snack Shop,19.7231448,-155.0621953,store
Coquis Hideaway Restaurant,19.7220898,-155.0670703,bar
New Saigon Restaurant,19.7232122,-155.0620537,restaurant
Simply Sweet Pop Up Bake Shop,19.7223661,-155.0651259,restaurant
"E Komo Mai Diner, Bar & Grill.",19.7222366,-155.0670928,bar
WSW | Whiskey Steak Wine,19.7282043,-155.0666195,restaurant
Sakura Sushi & Grill,19.7207814,-155.0645515,meal_takeaway
Le Yellow Sub,19.7244049,-155.0610854,restaurant
Hula Hula's,19.7299197,-155.0647564,restaurant
Pizza Hut,19.7119437,-155.0668631,meal_delivery
Kamehameha Festival,19.729624,-155.068534,art_gallery
Joann's Lounge Bar,19.7216182,-155.0644695,night_club
The Crown,19.7290481,-155.0652777,bar
East Side Hilo Bar & Grill,19.7204595,-155.0645767,bar
Hula Lounge Lobby Bar,19.72957539999999,-155.0652573,bar
Margarita Village,19.7272758,-155.0540466,bar
Hale Inu Sports Bar,19.714472,-155.073946,bar
SCP Hilo Hotel,19.723507,-155.062949,lodging
Hilo Hawaiian Hotel,19.7284039,-155.066467,lodging
Grand Naniloa Hotel Hilo - a DoubleTree by Hilton,19.7295945,-155.064893,lodging
Hawaii Lava Tours,19.7282558,-155.0666259,travel_agency
nan,nan,nan,nan
Harp Car Rental,19.7248018,-155.0594064,car_rental
Moku Ola / Coconut Island,19.7294599,-155.068554,park
A&B Fleet Services,19.7249359,-155.0577687,car_repair
Wailoa River State Recreation Area,19.7164465,-155.0730805,tourist_attraction
Kahului Trucking & Storage Inc,19.7249804,-155.057538,car_repair
Taketa Iwata Hara & Associates LLC,19.7174753,-155.0765877,accounting
Money Mart,19.7204555,-155.0646331,finance
KapohoKine Adventures,19.7295766,-155.064974,shoe_store
American Medical Response,19.7200505,-155.0652346,health
Labor & Industrial Relations,19.7187638,-155.0773594,local_government_office
Mokaoku,19.7293069,-155.0653581,neighborhood
76,19.7227931,-155.0635788,gas_station
PAR Hawaii Refining,19.7274492,-155.055673,gas_station
Aloha Island Mart,19.7119655,-155.0647119,gas_station
Pineapple Park Accomodations,19.71611,-155.0661353,lodging
Hilo Reeds Bay Hotel,19.727729,-155.0629156,lodging
Ocean front 121,19.72837849999999,-155.0638389,lodging
Naniloa Volcanoes Golf Club,19.7227554,-155.0646513,tourist_attraction
Reeds Bay Beach Park,19.7264295,-155.0631119,park
Tsunami Clock of Doom,19.7227533,-155.0674523,tourist_attraction
Liliʻuokalani Gardens,19.726372,-155.068079,park
Babe Ruth Banyan Tree,19.7280679,-155.0665822,tourist_attraction
Kuhio Kalanianaole Park,19.7249023,-155.0608665,park
Hilo Bayfront Beach Park,19.7232735,-155.0756139,park
Wailoa Art Center,19.7193434,-155.0759451,tourist_attraction
Kamehameha The Great,19.7209657,-155.076765,tourist_attraction
Ke Kilohana Oka Malamalama,19.7147891,-155.0705651,church
Korean War Memorial,19.7198276,-155.0770721,tourist_attraction
The Seaside Restaurant and Aqua Farm,19.7326112,-155.0286447,restaurant
Center Plate Restaurant,19.7145984,-155.0396457,restaurant
Uncle Miles Kitchen,19.7144531,-155.0404894,restaurant
Arnott's Lodge and Hiking Adventures,19.7344686,-155.0413173,campground
Hilo International Airport,19.7188342,-155.0416866,airport
Richardson Ocean Park,19.735784,-155.013314,park
Aaron's Cottage,19.7350709,-155.0417358,lodging
Blue Hawaiian Helicopters,19.7150176,-155.0434895,tourist_attraction
Avis Car Rental,19.71490469999999,-155.0396166,car_rental
Budget Car Rental,19.7149071,-155.0395984,car_rental
Edith Kanakaʻole Foundation Inc,19.733673,-155.036348,point_of_interest
Mauna Loa Shores,19.7331854,-155.0272204,point_of_interest
Ah Lan's Lei Stand,19.7146175,-155.0390836,florist
Thrifty Car Rental,19.7143338,-155.0395953,car_rental
Wai'olena Beach Park,19.7326887,-155.0185654,park
HILO-180 Process Serving & Fugitive Recovery Llc.,19.7280527,-155.0386028,finance
Ka Umeke Kaeo Pcs,19.7342351,-155.0357084,school
Lin's Lei Stand,19.71470679999999,-155.0398756,florist
Hawaiian Scenic Tours & Travel Co.,19.7307242,-155.0450174,travel_agency
Malia Puka O Kalani,19.7298344,-155.0427626,church
"Michael B. Russo MD, INC - Honolulu Neuroscience Clinic",19.73446269999999,-155.0405002,doctor
Kawananakoa Gym,19.7276146,-155.0439763,gym
Hilo Beach House Inn,19.7366873,-155.0374872,gym
At the Beach With Friends Bed and Breakfast,19.7324578,-155.0161674,lodging
Garden Manor by the Sea,19.7320486,-155.0258046,lodging
"2 br Condo #708, Penthouse Condo",19.73312469999999,-155.0269694,lodging
Hale Lamalama Ka'ili Bed & Breakfast,19.7343251,-155.0408436,lodging
Onekahakaha Beach Park,19.7381742,-155.0395993,tourist_attraction
Lehia Beach Park,19.7347014,-155.0080829,park
Leleiwi Beach Park (Wai’uli),19.734024,-155.0162401,park
Kealoha Beach Park,19.7338424,-155.0306637,park
Keaukaha Beach Park,19.7318433,-155.0461397,park
Lalakea Beach,19.7334461,-155.0243378,tourist_attraction
Hilo Breakwater,19.7327422,-155.051363,park
Short N Sweet Bakery & Cafe,19.7102325,-155.0759721,cafe
DeJa Brew,19.700905,-155.0807044,cafe
Teapresso Bar Hilo,19.7072462,-155.0754229,cafe
Just Cruisin Coffee,19.716194,-155.0782098,cafe
Da Ohana Corner Café,19.7060952,-155.0697677,cafe
Cafe 100,19.7144284,-155.0771913,restaurant
H & K Lunch Shop,19.7071322,-155.0756236,restaurant
Aloha Mondays,19.7090696,-155.0761091,meal_takeaway
Kamana Kitchen,19.7107504,-155.0756843,restaurant
Restaurant Miwa,19.7103621,-155.0758624,restaurant
Sky Garden Restaurant,19.7011173,-155.0886773,restaurant
Happy Valley Chinese Seafood Restaurant,19.7102382,-155.0761607,restaurant
Hilo Burger Joint,19.7164267,-155.0790564,bar
Kawamoto Store,19.7163607,-155.0789752,restaurant
Soto Ndelik Hawai (Cabang Boyolali),19.7000402,-155.0804867,restaurant
"Kitchen Umeko, LLC",19.7071988,-155.075545,meal_takeaway
Sunlight Café,19.7102955,-155.0759305,restaurant
Little Caesars Pizza,19.7116393,-155.0767071,meal_delivery
Ola Brew - Hilo,19.71167939999999,-155.076727,liquor_store
K's Drive-In,19.7166931,-155.0830024,restaurant
Tacos Jalisco LLLP,19.7118364,-155.0743677,restaurant
Ola Tap room,19.7115258,-155.07671,bar
University of Hawaiʻi at Hilo,19.6999095,-155.0853594,university
Imiloa Astronomy Center,19.7011173,-155.0886773,museum
Hawaiʻi Community College,19.7050194,-155.0699525,university
Waiakea High School,19.6984361,-155.0771012,secondary_school
Associa Hawaii,19.7133918,-155.0736677,point_of_interest
Island Naturals Market & Deli - Hilo,19.7110284,-155.075915,supermarket
"Hawaiʻi Island Community Health Center, Hilo Family Health",19.7103035,-155.0797594,doctor
YI Qin's Gifts,19.71101,-155.07575,store
Prudential Insurance Co,19.7067557,-155.0752553,insurance_agency
Hawaii County Juvenile Aid,19.7153472,-155.0858127,local_government_office
First Hawaiian Bank Hilo Branch,19.7112053,-155.0765133,bank
Horizon Lines,19.7021,-155.0937,moving_company
"Hilo Brokers, Ltd.",19.7134991,-155.0740305,real_estate_agency
Institute For Astronomy,19.7035407,-155.0900986,university
Honorable Glen S Hara,19.717394,-155.078574,local_government_office
Circuit Judge Division 1,19.7173843,-155.0787352,local_government_office
Driver Education Division,19.7173843,-155.0787352,local_government_office
Mid Pac Petroleum,19.7021737,-155.0725784,gas_station
Puamana Shell Leis & Pearls,19.7159231,-155.0783879,gas_station
泰茂超级市场,19.7114152,-155.0772833,supermarket
US Forestry Department,19.7040457,-155.0723211,campground
The Big Island Hostel,19.716204,-155.0787612,lodging
Hale Hood Hilo,19.7028577,-155.0730568,lodging
Hawaii for You.,19.7099401,-155.0716577,lodging
Lehua Honeymoon Suite,19.7133161,-155.073612,lodging
Hilo Daijingu,19.6938078,-155.0789545,tourist_attraction
University Heights Park,19.7057562,-155.0854468,park
Hilo Meishoin,19.7032529,-155.0765272,tourist_attraction
Cinnabon,19.6975609,-155.0632302,bakery
Big Island Delights,19.7075752,-155.0646056,bakery
New Star Bakery,19.6990243,-155.0658935,bakery
Hilo Candy Co,19.7031077,-155.0658911,bakery
Safeway Bakery,19.7006483,-155.0608803,bakery
Auntie Anne's,19.6976241,-155.0632273,bakery
Vibe Cafe,19.7078193,-155.0646244,cafe
Hot Dog on a Stick,19.6976777,-155.0632962,restaurant
Pizza Ala Slice,19.6969789,-155.0640987,restaurant
Kalbi Express,19.7015548,-155.0628158,restaurant
Burger King,19.698912,-155.0606727,restaurant
Genki Sushi,19.698958,-155.0643815,restaurant
Sunlight Express,19.6978416,-155.0630876,restaurant
1 Plus 1 Cafe LLC,19.7014708,-155.0631917,restaurant
Zippy's Hilo,19.6968477,-155.0643333,restaurant
Panda Express,19.698866,-155.0610468,restaurant
Maui Tacos Hilo,19.6979035,-155.0632516,restaurant
Blane's Drive Inn - Industrial,19.701594,-155.065101,restaurant
Pizza Hut Express,19.7008597,-155.0596941,meal_takeaway
Restaurant Osaka,19.70750689999999,-155.0645985,restaurant
갈비익스프레스,19.7015548,-155.0628158,restaurant
L&L Hawaiian Barbecue,19.7012997,-155.0627135,restaurant
Corndogs by Mr. Cow,19.7015014,-155.0630109,restaurant
Domino's Pizza,19.7014294,-155.0631734,meal_delivery
"Minit Stop Hilo - Leilani - Fried Chicken, Convenience Store and Gas Station",19.7096274,-155.0645825,convenience_store
Maunakea Observatories Support Services,19.7007227,-155.0674174,travel_agency
Enterprise Rent-A-Car,19.7043293,-155.0639152,car_rental
Premier Salons at Macy's,19.697369,-155.0633309,beauty_salon
Claire's,19.697266,-155.0627173,jewelry_store
Vitamin World -- In-Store Shopping or Curbside Pickup,19.6970679,-155.0633394,health
Zales,19.6972689,-155.0636786,jewelry_store
American Eagle Store,19.697295,-155.063187,clothing_store
Hilo - Car Transport,19.697112,-155.063435,moving_company
Walmart Pharmacy,19.7002862,-155.061914,pharmacy
Walmart Photo Center,19.70026589999999,-155.0618477,electronics_store
Zumiez,19.6970897,-155.0638617,clothing_store
HIC Hawaiian Island Creations,19.6970172,-155.0635853,clothing_store
Walmart,19.70026589999999,-155.0618477,department_store
Prince Kuhio Plaza,19.6972116,-155.0634522,shopping_mall
OfficeMax,19.7014779,-155.063609,electronics_store
The Home Depot,19.6986699,-155.0593682,hardware_store
Big Island Energy Co.,19.701756,-155.0609399,gas_station
Hawaii Petroleum Inc,19.7090109,-155.0621338,gas_station
Ohana Fuels Hilo Leilani - Gas Station,19.7096274,-155.0645825,gas_station
Safeway Fuel Station,19.699444,-155.0611119,gas_station
H F N,19.70926799999999,-155.0622578,gas_station
Chika Nakano Repair Shop,19.70327739999999,-155.0649533,gas_station
Target Grocery,19.700514,-155.0593808,grocery_or_supermarket
Minshuku Hilo,19.7102066,-155.0683602,lodging
Macy's,19.697551,-155.062118,department_store
Target,19.7006301,-155.0596618,department_store
