yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
,Eatcetera,,OPERATIONAL,,,299,restaurant,4.5,,2.0,,29.3044994,-94.795793,,"408 25th Street, Galveston",ChIJ72dwbGyeP4YR9NvWW2tyFbQ,"[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1600'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']",,,"Eatcetera408 25th Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.795793 29.3044994),
km0BvuQmzZrIyNe6Q_cEXA,El Gusto Del Pueblo,https://s3-media3.fl.yelpcdn.com/bphoto/INT9QtJ9dTuxjZMLHukvoQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/el-gusto-del-pueblo-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 763-0410,63,restaurant,3,"['https://s3-media3.fl.yelpcdn.com/bphoto/INT9QtJ9dTuxjZMLHukvoQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/iq_FboYJXgz6o3eb7LClkQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/DGtZI4cfYHbfhiG7wvA9EQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.29607,-94.80873,REGULAR,"3714 Broadway St Galveston, TX 77550",,,,,,,,"El Gusto Del Pueblo3714 Broadway St Galveston, TX 77550","Terramar BeachGalveston, TX 77554",86,POINT (-94.80873 29.29607),
,El Jardin Mexican Cafe,,OPERATIONAL,,,400,restaurant,4.4,,1.0,,29.3044739,-94.7949785,,"413 24th Street #1909, Galveston",ChIJyZIV9WueP4YR_xNcs2Auj6k,"[{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0500'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0500'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '0500'}}]","['Monday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0500'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0500'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '0500'}}]","['Monday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Tuesday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Wednesday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Thursday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Friday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Saturday: 5:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,,"El Jardin Mexican Cafe413 24th Street #1909, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7949785 29.3044739),
ob63TXvCteSjHYeVIx7fuA,El Jefe Mexican Food,https://s3-media2.fl.yelpcdn.com/bphoto/bRkH-Oz7hKVkU05AGP8IQQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/el-jefe-mexican-food-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(832) 638-9168,4,restaurant,4.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/bRkH-Oz7hKVkU05AGP8IQQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/b4i5k9YBSloIUpXELl28hA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/A3py6xq_P49Wxxu_PguSug/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.2951775,-94.8093608,,,,,,,,,,,GalvestonGalveston,60,POINT (-94.8093608 29.2951775),
,El Nopalito,,OPERATIONAL,,,433,restaurant,4.1,,1.0,,29.297427,-94.8146841,,"614 42nd Street, Galveston",ChIJhS9l6NmdP4YRklq5tY9uhto,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:00\u202fPM']",,,"El Nopalito614 42nd Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.8146841 29.297427),
,El Nopalito Grill,,OPERATIONAL,,,81,restaurant,4.1,,,,29.295969,-94.8087537,,"3714 Broadway Avenue J, Galveston",ChIJ172ZwNmfP4YReKfXjYUYE9w,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:00\u202fPM']","[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20096:00\u202fPM']",,,"El Nopalito Grill3714 Broadway Avenue J, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8087537 29.295969),
,El Pinoy Restaurante & Groceries,,OPERATIONAL,,,36,restaurant,4.3,,,,29.3084175,-94.7926144,,"101 21st Street #4, Galveston",ChIJRbJBKGueP4YRO9aRVsHQ4jQ,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: Closed', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: Closed', 'Saturday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20092:00\u202fPM']",,,"El Pinoy Restaurante & Groceries101 21st Street #4, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.7926144 29.3084175),
,El Rey,,OPERATIONAL,,,258,restaurant,4.5,,1.0,,29.2901572,-94.8087969,,"1519 39th Street, Galveston",ChIJFYj5On-eP4YRQ_9glDFPqWk,"[{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1300'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fPM', 'Sunday: Closed']",,,"El Rey1519 39th Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.8087969 29.2901572),
,El Sabor Del Taco,,OPERATIONAL,,,,restaurant,,,,,29.2920166,-94.8246625,,"5102 Broadway Avenue J, Galveston",ChIJt0ARYj2dP4YR2Ye69fIk-0k,"[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,,"El Sabor Del Taco5102 Broadway Avenue J, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8246625 29.2920166),
KLKpp-ae72dbdfE09i8ChA,El Sazon Katracho,https://s3-media4.fl.yelpcdn.com/bphoto/-PTLyWqE-tpPJVDpRfmhyg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/el-sazon-katracho-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 443-5887,3,restaurant,4,"['https://s3-media4.fl.yelpcdn.com/bphoto/-PTLyWqE-tpPJVDpRfmhyg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/v45tfttPsclMvSu6tEnr8g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/G_Q9yh4pXYPXQCYCEFkOCw/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.292429,-94.809227,,,,,,,,,,,GalvestonGalveston,60,POINT (-94.809227 29.292429),
,Emerald Wine Room,,OPERATIONAL,,,,bar,,,,,29.3065933,-94.7721466,,"500 Seawall Boulevard, Galveston",ChIJ_2jDq0ueP4YRwkR9DDuUD2c,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']","[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']",,,"Emerald Wine Room500 Seawall Boulevard, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7721466 29.3065933),
,evan's super market,,CLOSED_TEMPORARILY,,,2,supermarket,3,,,,29.2984719,-94.797761,,"State Hwy, 87 28th Street, Galveston",ChIJNbqyn2-eP4YRnuj26TvVg9M,,,,,,,"evan's super marketState Hwy, 87 28th Street, Galveston","KFC2227 61st St Galveston, TX 77551",86,POINT (-94.797761 29.2984719),
,Fish Company Taco,,OPERATIONAL,,,368,restaurant,4.8,,,,29.2918404,-94.7889025,,"1914 23rd Street, Galveston",ChIJ9ZzXRiifP4YRstqE1yDrmjQ,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM']","[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20093:00\u202fPM']",,,"Fish Company Taco1914 23rd Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7889025 29.2918404),
,Fish Tales,,OPERATIONAL,,,5546,restaurant,4,,2.0,,29.2882774,-94.7908591,,"2502 Seawall Boulevard, Galveston",ChIJAdXSemCeP4YRf_P6PNY6IH8,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",,,"Fish Tales2502 Seawall Boulevard, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7908591 29.2882774),
