,Unnamed: 0.1,index,Unnamed: 0,yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
119,119,119,124,rRJOVcBdIIao5kybYtaeGg,Happy Valley Seafood Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/CXNget8VCS4Sh88d-pbV0w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/happy-valley-seafood-restaurant-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 933-1083,64.0,restaurant,3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/CXNget8VCS4Sh88d-pbV0w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/VpH6ypwxVQ6-0oP5kC7P4A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/sWVvijH9o7w63b6LPeRWIw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.710168838501,-155.07600402832,REGULAR,"1263 Kilauea Ave Ste 320 Hilo, HI 96720",,,,"Happy Valley Seafood Restaurant1263 Kilauea Ave Ste 320 Hilo, HI 96720","Paul's Place132 Punahoa St Hilo, HI 96720",86,POINT (-155.07600402832 19.710168838501),
120,120,120,125,MG_88U8IPMTCEeyH4hSoYw,Richardson Ocean Park,https://s3-media3.fl.yelpcdn.com/bphoto/_GmDgR32aj31gGK6Ahi6bw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/richardson-ocean-park-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 961-8695,77.0,beach,4.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/_GmDgR32aj31gGK6Ahi6bw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/O3FhAwKiYj-tx3BPpKOKPA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/snoiVVh5naTX-LnIKpK6NQ/o.jpg']",,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.7347665,-155.0133199,REGULAR,"2349 Kalanianaole Ave Hilo, HI 96720",,,,"Richardson Ocean Park2349 Kalanianaole Ave Hilo, HI 96720","Cafe 100969 Kilauea Ave Hilo, HI 96720",86,POINT (-155.0133199 19.7347665),
121,121,121,126,r0RsyvT7cigz5RMOYpaoeA,Onekahakaha Beach Park,https://s3-media2.fl.yelpcdn.com/bphoto/vLTCZOKLHbjq2GIw-C1NHQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/onekahakaha-beach-park-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,,31.0,restaurant,4.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/vLTCZOKLHbjq2GIw-C1NHQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/NOFUOL7O8mv_0DnvNYe4lA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/bCDt-61GNGTNW4mJMuw_eg/o.jpg']",,,19.738193,-155.039601,,"74 Onekahakaha Rd Hilo, HI 96720",,,,"Onekahakaha Beach Park74 Onekahakaha Rd Hilo, HI 96720","Onekahakaha Beach Park74 Onekahakaha Road, Hilo",87,POINT (-155.039601 19.738193),
122,122,122,127,F3a5xJzZU3U0jYCnBCZ_fw,Zippy's Hilo,https://s3-media1.fl.yelpcdn.com/bphoto/hV8HYj4IBXgyrEbBhX2SLg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/zippys-hilo-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 313-8300,262.0,restaurant,2.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/R4aWJY9V5PXxePw7nEQA5Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/xSKL9_0GeB9L8MvSeamFlQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/9CNkxif01KgjobOr8pqrUQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.69719,-155.06342,REGULAR,"111 E Puainako St Hilo, HI 96720",,,,"Zippy's Hilo111 E Puainako St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.06342 19.69719),
123,123,123,128,-O2kKNsSEQbl12M4dDCakg,808 Sweet Shack,https://s3-media1.fl.yelpcdn.com/bphoto/p42fDYA8W3z7cEmwYMM1qw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/808-sweet-shack-hilo-4?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 657-3713,12.0,restaurant,5.0,"['https://s3-media1.fl.yelpcdn.com/bphoto/p42fDYA8W3z7cEmwYMM1qw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/ZY2nip4XnUWISojdSyeZXg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/AobS7ZJbS4mIktKzKekfHw/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1530', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.7061614,-155.0682212,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.0682212 19.7061614),
124,124,124,129,4w-86z58wrv_HR_VM5rnXQ,Kandi's Drive Inn,https://s3-media3.fl.yelpcdn.com/bphoto/ywuI4mFb8KQr92WCnitpnQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/kandis-drive-inn-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 959-8461,31.0,restaurant,4.0,"['https://s3-media3.fl.yelpcdn.com/bphoto/ywuI4mFb8KQr92WCnitpnQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FAC6soEvJmjCfWKGaDuDeQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/I-0ETJifVol5ZFGFduWYCw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0400', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '0400', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '0400', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '0400', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '0400', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '0400', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '0400', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.6847426,-155.0693995,REGULAR,"56 W Kawailani St Hilo, HI 96720",,,,"Kandi's Drive Inn56 W Kawailani St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0693995 19.6847426),
125,125,125,130,k3OGFosPYLCYdMIJF6-ZhQ,Manono Mini Mart,https://s3-media3.fl.yelpcdn.com/bphoto/D40wl7__HmUafw4cCez6dA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/manono-mini-mart-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-0611,36.0,restaurant,4.0,"['https://s3-media3.fl.yelpcdn.com/bphoto/D40wl7__HmUafw4cCez6dA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/pDJV3PL2WTRaSWn13sBsYg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/S-abVLV-twKpg0RMYQ13AA/o.jpg']",$,,19.7160148620605,-155.070449829102,,"454 Manono St Hilo, HI 96720",,,,"Manono Mini Mart454 Manono St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.070449829102 19.7160148620605),
126,126,126,131,xONN8qTO6mZ3mpoyTsoEuA,Nector Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/jC1lZl3jTwUSi6llFD7ccg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/nector-cafe-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 933-4278,58.0,restaurant,4.0,"['https://s3-media1.fl.yelpcdn.com/bphoto/jC1lZl3jTwUSi6llFD7ccg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/pFCvbbfdCf8_yq1Bbxpvew/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/7mSVcBuyYFcgtc394BGI2w/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.724783,-155.086181,REGULAR,"216 Kamehameha Ave Hilo, HI 96720",,,,"Nector Cafe216 Kamehameha Ave Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.086181 19.724783),
127,127,127,132,ojM5HEnrHG4O6W_SpvbUAQ,Kum Yo's Okazuya,https://s3-media2.fl.yelpcdn.com/bphoto/bYJkCKL7tCTA5u33mgvVyg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/kum-yos-okazuya-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 933-1335,33.0,restaurant,4.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/bYJkCKL7tCTA5u33mgvVyg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/XLAcSEsg7-IfpGzBdrFlzA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Vwji4wWzjRnAMCml2nf2UA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1330', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1330', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '1330', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '1330', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1330', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.7060317993164,-155.065475463867,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.065475463867 19.7060317993164),
128,128,128,133,0m2_uCFFo2ayftcMWQoSCA,1 Plus 1 Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/76S0NrLsyOxqvHXHoDFmYg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/1-plus-1-cafe-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 961-6288,98.0,restaurant,3.0,"['https://s3-media1.fl.yelpcdn.com/bphoto/76S0NrLsyOxqvHXHoDFmYg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/liglImwz62-SuF46VnqJvw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/XmDq3uK_dCdrUPcqalrk1w/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.701475,-155.063192,REGULAR,"315 Makaala St Ste 110 Hilo, HI 96720",,,,"1 Plus 1 Cafe315 Makaala St Ste 110 Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.063192 19.701475),
129,129,129,134,UuYOiTi6tfvH7NT78Ox5xw,Hale Hookah,https://s3-media4.fl.yelpcdn.com/bphoto/Op8tL6NJ_ckxM_gxy1Bf1Q/o.jpg,OPERATIONAL,https://www.yelp.com/biz/hale-hookah-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 498-4909,20.0,restaurant,5.0,"['https://s3-media4.fl.yelpcdn.com/bphoto/Op8tL6NJ_ckxM_gxy1Bf1Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/bl5o6by8fkbaxuT9tg_GKw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/XpAI1hVrJZxVC7qHRjKW6w/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '0000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.7262907,-155.0876187,REGULAR,"60 Waianuenue Ave Hilo, HI 96720",,,,"Hale Hookah60 Waianuenue Ave Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0876187 19.7262907),
130,130,130,135,33Icp9ffqcflShheJSc-_g,"Cupcakes, BOOM!",https://s3-media3.fl.yelpcdn.com/bphoto/Mu2sx2dK6iobaul_-9Ly0w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/cupcakes-boom-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 430-1653,74.0,restaurant,3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/Mu2sx2dK6iobaul_-9Ly0w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/okJBiTZE4PRTl4eOvNbf-A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/mtz7UQ4ZH6VVllEAtWpGAw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.712741911747,-155.06994744746,REGULAR,"697 Manono St Ste 106 Hilo, HI 96720",,,,"Cupcakes, BOOM!697 Manono St Ste 106 Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.06994744746 19.712741911747),
131,131,131,136,4xrjl8x-H5yWyXy_8-C50Q,Papajacs,https://s3-media3.fl.yelpcdn.com/bphoto/vAHUdfCiTNeJlGw6lOQMtQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/papajacs-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 769-4441,32.0,restaurant,4.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/vAHUdfCiTNeJlGw6lOQMtQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/z1gXW8zWjTEmqBz1lSSpVA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/p2-sDjV27U0taWp_dAeohQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1630', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1630', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1630', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.72609,-155.0868,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.0868 19.72609),
132,132,132,137,usMNEk1F9fe4i8yKgbaX-w,Maui Tacos,https://s3-media2.fl.yelpcdn.com/bphoto/adk5kUwmx_ATkfnA64EwLA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/maui-tacos-hilo-3?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 959-0359,88.0,restaurant,3.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/adk5kUwmx_ATkfnA64EwLA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/UOSZcz0uE0Jw1jk53HxNxw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/w4xm8xGyhaJfXi0TCjA3DA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.697899,-155.063268,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.063268 19.697899),
133,133,133,138,jb7rFF7Vof9lXzQ4iXpH7w,Poi Balls Hawaii,https://s3-media2.fl.yelpcdn.com/bphoto/RpPfjss95sR0M0r6L3FIsA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/poi-balls-hawaii-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 339-8528,12.0,restaurant,5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/RpPfjss95sR0M0r6L3FIsA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/_H9jACi76XNDtkps0isoKQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/2cmueZh_BY8IDdS2y70d7Q/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1530', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.7137102365032,-155.069913922207,REGULAR,"619 Manono St Parking Lot Hilo, HI 96720",,,,"Poi Balls Hawaii619 Manono St Parking Lot Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.069913922207 19.7137102365032),
134,134,134,142,ipJG3wfw8C3-YePvjQesGA,Amigos Taqueria,https://s3-media3.fl.yelpcdn.com/bphoto/NvPMGZz3OjNgFZreGhJW2w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/amigos-taqueria-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 464-4827,105.0,restaurant,3.0,"['https://s3-media3.fl.yelpcdn.com/bphoto/NvPMGZz3OjNgFZreGhJW2w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/WqBSPMdk6JtOqNz7hrvoGA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/CFu_uK0_urL65LkyeruPIw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.72374,-155.08686,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.08686 19.72374),
135,135,135,144,ySkC8YOq-jjG5czwQDWjBQ,Blane's Drive Inn,https://s3-media2.fl.yelpcdn.com/bphoto/98daRD1WCHupComnFTZSuQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/blanes-drive-inn-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-2259,104.0,restaurant,3.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/98daRD1WCHupComnFTZSuQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HLZQpHNKV_LNvfdZPjFIIg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/DANge37s-VX6ywDRsZ_4zA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.7016684412225,-155.065191103798,REGULAR,"150 Wiwoole St Hilo, HI 96720",,,,"Blane's Drive Inn150 Wiwoole St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.065191103798 19.7016684412225),
136,136,136,145,Gk6k8QRP0EgwwSAf2IzN4w,Litchon Food Truck,https://s3-media1.fl.yelpcdn.com/bphoto/QzVHPhkkWrBI7InyU6FoUA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/litchon-food-truck-honokaa-2?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 896-7009,16.0,restaurant,4.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/QzVHPhkkWrBI7InyU6FoUA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/--5MpM8865hfxMx5rBpYbQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wYFW9vLfkthZXI9j0l4xWg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.7234858629142,-155.084899775684,REGULAR,"Honokaa, HI 96720",,,,"Litchon Food TruckHonokaa, HI 96720","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.084899775684 19.7234858629142),
