,OBJECTID,longitude,latitude
100,2071,-94.82903909037229,29.270752784081054
101,2072,-94.82844598690386,29.269856695601522
102,2073,-94.82808196084909,29.270405880211698
103,2074,-94.83153798716467,29.274038386818805
104,2075,-94.83153890917401,29.27501314576592
105,2076,-94.83110070327615,29.276038928407925
106,2077,-94.83247847861,29.27960569118614
107,2078,-94.83954484207888,29.29115216314316
108,2079,-94.83735892555072,29.28775050862348
109,2080,-94.84106163127684,29.29044489559809
110,2081,-94.83298197953339,29.27906796132152
111,2082,-94.857526455134,29.2850654447888
112,2083,-94.83233834052365,29.263309396818087
113,2084,-94.82979342708263,29.264391819826525
114,2085,-94.82736820721892,29.26568247893681
115,2086,-94.82700233714547,29.265111113302368
116,2087,-94.83240179153066,29.264843636457677
117,2088,-94.83405403228387,29.262564570818128
118,2089,-94.85093971149912,29.272791451107967
119,2090,-94.84900332422838,29.273567130218613
120,2091,-94.85167337948376,29.27527544600618
121,2092,-94.8527509569555,29.274232912495478
122,2093,-94.86907077388702,29.26516050650315
123,2094,-94.86005616275459,29.247517170800435
124,2095,-94.85321728413761,29.25138198626673
125,2096,-94.8453392171655,29.255748020208387
126,2097,-94.8495243852382,29.253352403097004
127,2098,-94.85008672712189,29.25569119999969
128,2099,-94.86788033408878,29.24437632936533
129,2100,-94.86776466382501,29.243010436235625
130,2101,-94.87799645302678,29.240636901239267
131,2102,-94.8778989714929,29.238959749417383
132,2103,-94.94839371083192,29.209678342013195
133,2104,-94.94922860151257,29.20731382205652
134,2105,-94.93755738807916,29.208050563394977
135,2106,-95.04782970620379,29.142402604998992
136,2107,-95.070138644409,29.12934049056548
137,2108,-95.09594987703537,29.105048330061777
138,2109,-94.97613207994088,29.18096938920428
139,2110,-94.77914195450504,29.334864026353113
140,2111,-94.77493896609772,29.31213646142431
141,2112,-94.76724974857802,29.31154618966883
142,2113,-94.76828172849655,29.310110846105086
143,2114,-94.79547408921698,29.308559817695876
144,2115,-94.7919639158068,29.310112380969073
145,2116,-94.78210713295321,29.3123155448038
146,2117,-94.82113059191123,29.27471535245532
147,2118,-94.79215134563967,29.302417918296566
148,2119,-94.78123062686151,29.30328536087092
149,2120,-94.78889390756443,29.303990456328542
150,2121,-94.79035321786166,29.304129753494504
151,2122,-94.7935908799497,29.299178437105976
152,2123,-94.79340238659738,29.298360402102816
153,2124,-94.82462240895357,29.291208150350133
154,2125,-94.9374067053248,29.208378438082974
155,2126,-94.86068836097213,29.2864141705939
156,2127,-94.8508709094311,29.270981546045945
157,2128,-94.85186667952789,29.269633190840047
